business_id,business_name,industry_id,industry,region_id,region,state,city_tier,years_in_business,revenue_band,estimated_monthly_revenue_band_midpoint,employee_count_base,legal_structure,credit_score_band_at_origination,has_prior_delinquency,owner_experience_years,online_sales_share,relationship_manager_id,onboarding_date,primary_bank_account_type
B00390,Business 00390,IND04,Manufacturing,R03,South,TX,Tier 3,9,500K-1M,70000,5,LLC,720-759,1,29,0.072,RM021,2022-06-23,merchant
B00391,Business 00391,IND10,Personal Services,R02,Midwest,IL,Tier 1,3,250K-500K,35000,3,LLC,640-679,0,20,0.408,RM037,2022-11-14,operating
B00392,Business 00392,IND04,Manufacturing,R01,Northeast,NY,Tier 1,5,<250K,15000,3,S-Corp,680-719,0,8,0.008,RM017,2022-01-05,operating
B00393,Business 00393,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 3,12,1M-3M,165000,11,Sole Proprietor,720-759,0,20,0.42,RM030,2022-06-17,operating
B00394,Business 00394,IND11,Education & Training,R01,Northeast,NY,Tier 2,8,250K-500K,35000,5,LLC,680-719,0,12,0.121,RM017,2023-06-01,merchant
B00395,Business 00395,IND04,Manufacturing,R02,Midwest,IL,Tier 3,18,500K-1M,70000,5,C-Corp,580-639,1,21,0.43,RM060,2023-08-02,operating
B00396,Business 00396,IND10,Personal Services,R03,South,TX,Tier 1,4,1M-3M,165000,16,S-Corp,640-679,1,7,0.092,RM022,2022-08-06,operating
B00397,Business 00397,IND08,E-commerce Sellers,R02,Midwest,IL,Tier 3,5,250K-500K,35000,3,LLC,760+,0,16,0.738,RM020,2022-10-16,operating
B00398,Business 00398,IND04,Manufacturing,R04,West,CA,Tier 2,20,1M-3M,165000,19,LLC,720-759,0,1,0.503,RM022,2023-08-11,operating
B00399,Business 00399,IND09,Wholesale Distribution,R04,West,CA,Tier 1,15,1M-3M,165000,10,S-Corp,580-639,0,7,0.244,RM040,2023-09-19,merchant
B00400,Business 00400,IND03,Construction Services,R05,Pacific Northwest,WA,Tier 3,18,250K-500K,35000,4,LLC,680-719,0,24,0.56,RM035,2022-09-02,operating
B00401,Business 00401,IND10,Personal Services,R04,West,CA,Tier 3,16,1M-3M,165000,13,S-Corp,720-759,0,7,0.494,RM057,2023-02-08,merchant
B00402,Business 00402,IND12,Hospitality & Travel,R03,South,TX,Tier 3,4,1M-3M,165000,10,LLC,680-719,0,12,0.109,RM042,2022-12-23,operating
B00403,Business 00403,IND11,Education & Training,R06,Mountain,CO,Tier 2,19,250K-500K,35000,3,LLC,580-639,0,20,0.284,RM015,2022-04-16,operating
B00404,Business 00404,IND01,Restaurants & Food Service,R06,Mountain,CO,Tier 3,8,<250K,15000,3,LLC,580-639,0,15,0.241,RM020,2023-06-15,operating
B00405,Business 00405,IND08,E-commerce Sellers,R01,Northeast,NY,Tier 2,14,1M-3M,165000,9,Sole Proprietor,580-639,0,8,0.571,RM004,2022-02-14,operating
B00406,Business 00406,IND10,Personal Services,R06,Mountain,CO,Tier 2,6,3M-10M,430000,28,Sole Proprietor,580-639,0,20,0.236,RM053,2023-08-23,operating
B00407,Business 00407,IND01,Restaurants & Food Service,R03,South,TX,Tier 3,8,500K-1M,70000,7,S-Corp,580-639,0,21,0.481,RM048,2023-06-07,merchant
B00408,Business 00408,IND12,Hospitality & Travel,R04,West,CA,Tier 1,16,250K-500K,35000,3,Sole Proprietor,720-759,0,14,0.027,RM024,2023-10-21,operating
B00409,Business 00409,IND11,Education & Training,R04,West,CA,Tier 2,5,3M-10M,430000,26,S-Corp,720-759,0,7,0.387,RM036,2022-02-27,operating
B00410,Business 00410,IND05,Healthcare Clinics,R05,Pacific Northwest,WA,Tier 3,4,500K-1M,70000,6,LLC,640-679,1,13,0.048,RM036,2023-08-30,operating
B00411,Business 00411,IND10,Personal Services,R06,Mountain,CO,Tier 3,15,500K-1M,70000,6,LLC,580-639,1,18,0.372,RM047,2023-03-15,operating
B00412,Business 00412,IND04,Manufacturing,R02,Midwest,IL,Tier 2,11,250K-500K,35000,4,LLC,680-719,0,23,0.369,RM045,2022-10-19,operating
B00413,Business 00413,IND09,Wholesale Distribution,R01,Northeast,NY,Tier 3,16,500K-1M,70000,7,LLC,580-639,1,25,0.374,RM046,2022-06-01,operating
B00414,Business 00414,IND01,Restaurants & Food Service,R01,Northeast,NY,Tier 1,18,250K-500K,35000,5,Sole Proprietor,720-759,0,5,0.104,RM007,2022-09-22,mixed
B00415,Business 00415,IND11,Education & Training,R06,Mountain,CO,Tier 2,2,250K-500K,35000,3,Partnership,640-679,0,22,0.384,RM028,2023-01-17,operating
B00416,Business 00416,IND02,Retail Stores,R01,Northeast,NY,Tier 3,12,1M-3M,165000,12,Sole Proprietor,720-759,0,13,0.289,RM052,2023-09-18,merchant
B00417,Business 00417,IND01,Restaurants & Food Service,R02,Midwest,IL,Tier 2,15,250K-500K,35000,5,LLC,640-679,0,8,0.237,RM057,2023-01-22,operating
B00418,Business 00418,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 2,17,3M-10M,430000,23,C-Corp,580-639,0,15,0.4,RM042,2022-06-04,operating
B00419,Business 00419,IND02,Retail Stores,R01,Northeast,NY,Tier 3,16,250K-500K,35000,4,LLC,760+,0,22,0.334,RM012,2023-01-26,merchant
B00420,Business 00420,IND05,Healthcare Clinics,R02,Midwest,IL,Tier 2,2,1M-3M,165000,20,LLC,640-679,1,28,0.449,RM032,2023-08-24,merchant
B00421,Business 00421,IND07,Transportation & Logistics,R02,Midwest,IL,Tier 3,9,1M-3M,165000,13,Sole Proprietor,720-759,0,14,0.052,RM004,2022-10-18,merchant
B00422,Business 00422,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 3,17,<250K,15000,3,Sole Proprietor,640-679,1,16,0.455,RM050,2022-10-07,operating
B00423,Business 00423,IND03,Construction Services,R06,Mountain,CO,Tier 1,6,250K-500K,35000,4,LLC,580-639,1,18,0.09,RM056,2023-12-29,operating
B00424,Business 00424,IND02,Retail Stores,R03,South,TX,Tier 1,15,250K-500K,35000,4,LLC,640-679,0,22,0.0,RM006,2022-01-16,operating
B00425,Business 00425,IND06,Professional Services,R06,Mountain,CO,Tier 1,20,500K-1M,70000,9,S-Corp,680-719,0,16,0.574,RM045,2022-06-11,operating
B00426,Business 00426,IND09,Wholesale Distribution,R01,Northeast,NY,Tier 3,6,1M-3M,165000,22,C-Corp,640-679,0,16,0.571,RM003,2023-09-28,merchant
B00427,Business 00427,IND03,Construction Services,R02,Midwest,IL,Tier 2,14,500K-1M,70000,5,C-Corp,640-679,0,19,0.414,RM009,2022-09-15,merchant
B00428,Business 00428,IND06,Professional Services,R06,Mountain,CO,Tier 2,16,500K-1M,70000,8,S-Corp,640-679,1,27,0.326,RM055,2022-02-25,operating
B00429,Business 00429,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 1,10,3M-10M,430000,25,S-Corp,680-719,0,22,0.532,RM046,2022-07-26,operating
B00430,Business 00430,IND05,Healthcare Clinics,R03,South,TX,Tier 1,18,250K-500K,35000,6,S-Corp,680-719,0,20,0.04,RM058,2022-05-20,merchant
B00431,Business 00431,IND02,Retail Stores,R05,Pacific Northwest,WA,Tier 3,5,500K-1M,70000,7,Partnership,720-759,0,26,0.323,RM045,2022-01-01,operating
B00432,Business 00432,IND11,Education & Training,R04,West,CA,Tier 1,20,500K-1M,70000,6,Sole Proprietor,680-719,0,26,0.519,RM002,2023-08-09,merchant
B00433,Business 00433,IND12,Hospitality & Travel,R05,Pacific Northwest,WA,Tier 2,17,250K-500K,35000,4,LLC,680-719,0,26,0.121,RM027,2022-03-16,operating
B00434,Business 00434,IND06,Professional Services,R02,Midwest,IL,Tier 2,13,500K-1M,70000,5,LLC,720-759,0,5,0.414,RM057,2023-05-01,merchant
B00435,Business 00435,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 3,17,500K-1M,70000,5,LLC,720-759,0,2,0.589,RM045,2023-09-07,merchant
B00436,Business 00436,IND11,Education & Training,R01,Northeast,NY,Tier 2,14,<250K,15000,2,S-Corp,720-759,0,3,0.508,RM002,2022-12-10,operating
B00437,Business 00437,IND11,Education & Training,R02,Midwest,IL,Tier 1,4,1M-3M,165000,9,LLC,680-719,1,3,0.039,RM005,2022-07-21,operating
B00438,Business 00438,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 2,5,1M-3M,165000,14,LLC,680-719,0,23,0.048,RM031,2023-09-30,operating
B00439,Business 00439,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 3,15,3M-10M,430000,24,S-Corp,760+,0,3,0.101,RM033,2022-03-29,merchant
B00440,Business 00440,IND04,Manufacturing,R03,South,TX,Tier 3,13,250K-500K,35000,4,LLC,680-719,0,13,0.55,RM040,2022-06-30,operating
B00441,Business 00441,IND03,Construction Services,R06,Mountain,CO,Tier 2,8,250K-500K,35000,4,Sole Proprietor,580-639,1,2,0.583,RM025,2022-10-27,operating
B00442,Business 00442,IND01,Restaurants & Food Service,R03,South,TX,Tier 2,12,250K-500K,35000,4,Sole Proprietor,680-719,0,19,0.416,RM020,2023-07-07,operating
B00443,Business 00443,IND09,Wholesale Distribution,R04,West,CA,Tier 3,5,250K-500K,35000,4,Partnership,640-679,0,5,0.205,RM043,2023-06-19,merchant
B00444,Business 00444,IND02,Retail Stores,R06,Mountain,CO,Tier 2,8,250K-500K,35000,5,Sole Proprietor,720-759,1,17,0.523,RM052,2023-01-05,merchant
B00445,Business 00445,IND11,Education & Training,R03,South,TX,Tier 2,11,500K-1M,70000,5,S-Corp,580-639,1,22,0.178,RM028,2022-11-07,operating
B00446,Business 00446,IND04,Manufacturing,R02,Midwest,IL,Tier 2,19,250K-500K,35000,4,Partnership,720-759,0,22,0.36,RM049,2022-04-13,operating
B00447,Business 00447,IND04,Manufacturing,R04,West,CA,Tier 3,18,<250K,15000,2,S-Corp,640-679,0,25,0.115,RM002,2023-07-13,merchant
B00448,Business 00448,IND12,Hospitality & Travel,R03,South,TX,Tier 2,15,<250K,15000,3,Sole Proprietor,680-719,0,12,0.58,RM060,2022-04-12,operating
B00449,Business 00449,IND08,E-commerce Sellers,R03,South,TX,Tier 2,6,<250K,15000,3,LLC,640-679,1,1,0.397,RM046,2022-01-17,operating
B00450,Business 00450,IND01,Restaurants & Food Service,R03,South,TX,Tier 2,9,500K-1M,70000,6,S-Corp,640-679,0,28,0.016,RM031,2023-11-01,merchant
B00451,Business 00451,IND06,Professional Services,R03,South,TX,Tier 2,6,250K-500K,35000,3,Sole Proprietor,580-639,0,28,0.245,RM051,2022-08-31,merchant
B00452,Business 00452,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 1,4,1M-3M,165000,10,Sole Proprietor,640-679,0,12,0.599,RM015,2023-08-27,operating
B00453,Business 00453,IND06,Professional Services,R02,Midwest,IL,Tier 1,7,3M-10M,430000,30,S-Corp,640-679,0,29,0.16,RM008,2023-08-04,merchant
B00454,Business 00454,IND05,Healthcare Clinics,R02,Midwest,IL,Tier 2,5,500K-1M,70000,6,LLC,680-719,0,8,0.21,RM045,2023-08-26,operating
B00455,Business 00455,IND11,Education & Training,R01,Northeast,NY,Tier 2,14,1M-3M,165000,21,LLC,580-639,0,23,0.368,RM030,2023-12-18,mixed
B00456,Business 00456,IND11,Education & Training,R06,Mountain,CO,Tier 1,18,500K-1M,70000,5,Partnership,640-679,0,24,0.516,RM047,2022-05-31,operating
B00457,Business 00457,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 1,7,3M-10M,430000,24,Sole Proprietor,680-719,0,21,0.474,RM017,2023-03-07,operating
B00458,Business 00458,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 2,13,<250K,15000,3,LLC,640-679,0,19,0.301,RM001,2023-12-07,operating
B00459,Business 00459,IND04,Manufacturing,R01,Northeast,NY,Tier 1,17,<250K,15000,3,LLC,580-639,1,18,0.337,RM027,2023-12-27,merchant
B00460,Business 00460,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 2,5,250K-500K,35000,4,LLC,680-719,0,15,0.34,RM010,2022-06-14,merchant
B00461,Business 00461,IND05,Healthcare Clinics,R03,South,TX,Tier 2,18,<250K,15000,3,Sole Proprietor,760+,0,16,0.107,RM033,2023-09-28,operating
B00462,Business 00462,IND06,Professional Services,R04,West,CA,Tier 1,13,250K-500K,35000,4,S-Corp,680-719,0,17,0.39,RM053,2022-07-11,merchant
B00463,Business 00463,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 1,7,250K-500K,35000,3,Partnership,640-679,0,29,0.253,RM004,2023-08-09,operating
B00464,Business 00464,IND12,Hospitality & Travel,R01,Northeast,NY,Tier 1,20,<250K,15000,2,C-Corp,640-679,0,13,0.188,RM004,2022-05-09,mixed
B00465,Business 00465,IND07,Transportation & Logistics,R02,Midwest,IL,Tier 1,10,1M-3M,165000,10,Sole Proprietor,640-679,0,17,0.37,RM058,2023-09-17,merchant
B00466,Business 00466,IND06,Professional Services,R02,Midwest,IL,Tier 1,10,1M-3M,165000,14,LLC,680-719,0,10,0.574,RM036,2022-11-04,operating
B00467,Business 00467,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 2,4,1M-3M,165000,13,LLC,640-679,0,9,0.369,RM007,2022-07-26,operating
B00468,Business 00468,IND09,Wholesale Distribution,R01,Northeast,NY,Tier 2,9,1M-3M,165000,18,LLC,760+,0,6,0.527,RM028,2022-01-17,merchant
B00469,Business 00469,IND10,Personal Services,R04,West,CA,Tier 2,19,500K-1M,70000,7,Partnership,680-719,0,26,0.03,RM043,2022-08-23,operating
B00470,Business 00470,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 1,3,1M-3M,165000,11,Sole Proprietor,640-679,1,26,0.381,RM015,2022-11-21,operating
B00471,Business 00471,IND07,Transportation & Logistics,R01,Northeast,NY,Tier 2,10,<250K,15000,3,LLC,580-639,1,17,0.175,RM042,2022-05-18,merchant
B00472,Business 00472,IND04,Manufacturing,R02,Midwest,IL,Tier 3,15,1M-3M,165000,21,LLC,720-759,0,21,0.153,RM051,2022-02-26,operating
B00473,Business 00473,IND08,E-commerce Sellers,R01,Northeast,NY,Tier 1,9,500K-1M,70000,8,Sole Proprietor,760+,0,10,0.438,RM017,2023-08-03,operating
B00474,Business 00474,IND10,Personal Services,R02,Midwest,IL,Tier 3,11,500K-1M,70000,5,LLC,640-679,1,12,0.193,RM008,2022-03-03,operating
B00475,Business 00475,IND05,Healthcare Clinics,R03,South,TX,Tier 3,14,500K-1M,70000,5,S-Corp,640-679,0,16,0.081,RM017,2022-09-29,operating
B00476,Business 00476,IND08,E-commerce Sellers,R01,Northeast,NY,Tier 2,5,250K-500K,35000,4,C-Corp,580-639,0,6,0.537,RM043,2023-11-03,operating
B00477,Business 00477,IND05,Healthcare Clinics,R03,South,TX,Tier 2,5,250K-500K,35000,4,LLC,640-679,1,30,0.253,RM018,2022-09-24,merchant
B00478,Business 00478,IND12,Hospitality & Travel,R03,South,TX,Tier 1,2,1M-3M,165000,13,Sole Proprietor,580-639,0,27,0.427,RM032,2023-06-30,operating
B00479,Business 00479,IND10,Personal Services,R01,Northeast,NY,Tier 2,14,<250K,15000,3,C-Corp,680-719,1,15,0.323,RM044,2023-07-30,merchant
B00480,Business 00480,IND02,Retail Stores,R02,Midwest,IL,Tier 2,18,<250K,15000,3,LLC,640-679,0,26,0.24,RM019,2022-05-13,operating
B00481,Business 00481,IND09,Wholesale Distribution,R04,West,CA,Tier 2,3,1M-3M,165000,16,C-Corp,680-719,0,24,0.503,RM037,2023-07-07,operating
B00482,Business 00482,IND04,Manufacturing,R02,Midwest,IL,Tier 1,9,1M-3M,165000,15,Sole Proprietor,580-639,0,19,0.366,RM008,2023-12-18,operating
B00483,Business 00483,IND03,Construction Services,R01,Northeast,NY,Tier 2,18,1M-3M,165000,12,C-Corp,680-719,0,13,0.457,RM045,2022-12-10,operating
B00484,Business 00484,IND12,Hospitality & Travel,R04,West,CA,Tier 1,2,1M-3M,165000,11,S-Corp,640-679,0,8,0.305,RM008,2023-12-25,operating
B00485,Business 00485,IND03,Construction Services,R01,Northeast,NY,Tier 3,6,500K-1M,70000,6,S-Corp,720-759,0,21,0.562,RM016,2023-12-07,mixed
B00486,Business 00486,IND12,Hospitality & Travel,R01,Northeast,NY,Tier 2,4,250K-500K,35000,3,C-Corp,680-719,0,10,0.12,RM008,2023-10-31,merchant
B00487,Business 00487,IND02,Retail Stores,R04,West,CA,Tier 3,10,3M-10M,430000,50,LLC,680-719,0,15,0.213,RM034,2023-01-09,merchant
B00488,Business 00488,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 1,1,500K-1M,70000,5,C-Corp,680-719,0,17,0.429,RM042,2023-11-15,operating
B00489,Business 00489,IND05,Healthcare Clinics,R03,South,TX,Tier 2,10,250K-500K,35000,4,Sole Proprietor,680-719,1,5,0.348,RM004,2022-02-17,operating
B00490,Business 00490,IND03,Construction Services,R05,Pacific Northwest,WA,Tier 3,16,250K-500K,35000,3,Partnership,680-719,1,8,0.222,RM026,2022-01-12,operating
B00491,Business 00491,IND02,Retail Stores,R04,West,CA,Tier 2,18,<250K,15000,2,LLC,640-679,0,27,0.195,RM053,2023-06-01,operating
B00492,Business 00492,IND01,Restaurants & Food Service,R06,Mountain,CO,Tier 2,8,3M-10M,430000,42,Sole Proprietor,640-679,1,21,0.203,RM021,2022-06-01,merchant
B00493,Business 00493,IND02,Retail Stores,R03,South,TX,Tier 1,6,500K-1M,70000,5,C-Corp,580-639,0,24,0.241,RM060,2022-01-10,operating
B00494,Business 00494,IND10,Personal Services,R05,Pacific Northwest,WA,Tier 3,12,500K-1M,70000,6,LLC,640-679,1,16,0.08,RM022,2023-07-23,merchant
B00495,Business 00495,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 3,8,250K-500K,35000,4,S-Corp,580-639,0,23,0.167,RM031,2022-07-01,operating
B00496,Business 00496,IND07,Transportation & Logistics,R03,South,TX,Tier 2,3,1M-3M,165000,13,LLC,760+,0,28,0.078,RM051,2023-09-09,merchant
B00497,Business 00497,IND02,Retail Stores,R01,Northeast,NY,Tier 2,15,250K-500K,35000,4,LLC,760+,0,8,0.044,RM060,2023-10-03,merchant
B00498,Business 00498,IND02,Retail Stores,R03,South,TX,Tier 3,11,1M-3M,165000,17,LLC,760+,0,7,0.476,RM013,2022-04-26,operating
B00499,Business 00499,IND11,Education & Training,R01,Northeast,NY,Tier 3,19,500K-1M,70000,7,LLC,680-719,0,2,0.398,RM052,2023-11-23,merchant
B00500,Business 00500,IND01,Restaurants & Food Service,R02,Midwest,IL,Tier 3,9,<250K,15000,2,Sole Proprietor,680-719,1,18,0.387,RM012,2023-08-17,operating
B00501,Business 00501,IND12,Hospitality & Travel,R04,West,CA,Tier 2,10,250K-500K,35000,4,LLC,720-759,0,16,0.574,RM019,2023-05-28,merchant
B00502,Business 00502,IND06,Professional Services,R02,Midwest,IL,Tier 2,7,<250K,15000,3,S-Corp,680-719,0,7,0.147,RM017,2023-06-28,operating
B00503,Business 00503,IND08,E-commerce Sellers,R04,West,CA,Tier 2,8,1M-3M,165000,15,C-Corp,760+,0,17,0.461,RM037,2023-10-27,operating
B00504,Business 00504,IND02,Retail Stores,R02,Midwest,IL,Tier 3,3,500K-1M,70000,7,LLC,720-759,0,3,0.134,RM016,2023-10-27,operating
B00505,Business 00505,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 3,7,500K-1M,70000,5,C-Corp,580-639,1,9,0.3,RM014,2023-11-01,operating
B00506,Business 00506,IND04,Manufacturing,R03,South,TX,Tier 3,3,<250K,15000,3,Sole Proprietor,720-759,0,1,0.284,RM037,2022-08-14,operating
B00507,Business 00507,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 1,15,500K-1M,70000,5,S-Corp,680-719,1,4,0.021,RM023,2023-10-18,operating
B00508,Business 00508,IND09,Wholesale Distribution,R06,Mountain,CO,Tier 3,9,<250K,15000,3,S-Corp,680-719,0,12,0.157,RM014,2022-08-10,operating
B00509,Business 00509,IND01,Restaurants & Food Service,R01,Northeast,NY,Tier 1,11,500K-1M,70000,6,LLC,640-679,1,23,0.1,RM006,2023-02-27,operating
B00510,Business 00510,IND08,E-commerce Sellers,R02,Midwest,IL,Tier 1,18,1M-3M,165000,11,LLC,640-679,0,28,0.589,RM016,2022-01-06,operating
B00511,Business 00511,IND01,Restaurants & Food Service,R01,Northeast,NY,Tier 3,13,1M-3M,165000,16,LLC,640-679,0,2,0.198,RM038,2022-06-28,merchant
B00512,Business 00512,IND11,Education & Training,R03,South,TX,Tier 2,15,500K-1M,70000,6,LLC,680-719,0,24,0.339,RM057,2022-08-05,merchant
B00513,Business 00513,IND05,Healthcare Clinics,R05,Pacific Northwest,WA,Tier 1,9,500K-1M,70000,7,S-Corp,720-759,1,16,0.049,RM033,2022-04-13,operating
B00514,Business 00514,IND02,Retail Stores,R03,South,TX,Tier 3,3,250K-500K,35000,3,LLC,640-679,0,14,0.497,RM018,2023-03-01,merchant
B00515,Business 00515,IND04,Manufacturing,R05,Pacific Northwest,WA,Tier 3,4,250K-500K,35000,4,Partnership,640-679,0,24,0.551,RM044,2023-08-26,operating
B00516,Business 00516,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 3,12,1M-3M,165000,9,LLC,720-759,0,30,0.37,RM003,2023-11-29,merchant
B00517,Business 00517,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 2,3,<250K,15000,3,C-Corp,640-679,0,13,0.3,RM028,2022-08-06,merchant
B00518,Business 00518,IND01,Restaurants & Food Service,R02,Midwest,IL,Tier 2,7,3M-10M,430000,25,Partnership,640-679,0,13,0.132,RM042,2022-03-13,operating
B00519,Business 00519,IND03,Construction Services,R01,Northeast,NY,Tier 2,1,500K-1M,70000,5,S-Corp,680-719,0,3,0.212,RM019,2022-06-29,operating
B00520,Business 00520,IND06,Professional Services,R06,Mountain,CO,Tier 1,15,3M-10M,430000,28,Sole Proprietor,720-759,0,13,0.04,RM047,2022-11-25,operating
B00521,Business 00521,IND10,Personal Services,R02,Midwest,IL,Tier 2,1,1M-3M,165000,13,S-Corp,720-759,0,9,0.231,RM013,2023-11-01,operating
B00522,Business 00522,IND01,Restaurants & Food Service,R01,Northeast,NY,Tier 2,20,<250K,15000,3,LLC,580-639,0,6,0.319,RM021,2023-05-05,operating
B00523,Business 00523,IND02,Retail Stores,R06,Mountain,CO,Tier 2,17,500K-1M,70000,9,LLC,580-639,0,19,0.248,RM035,2022-09-12,operating
B00524,Business 00524,IND03,Construction Services,R02,Midwest,IL,Tier 2,2,1M-3M,165000,9,LLC,720-759,0,10,0.298,RM034,2022-10-12,operating
B00525,Business 00525,IND11,Education & Training,R03,South,TX,Tier 2,10,3M-10M,430000,21,Sole Proprietor,680-719,0,19,0.269,RM058,2022-12-10,operating
B00526,Business 00526,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 1,12,500K-1M,70000,8,C-Corp,640-679,1,26,0.005,RM032,2022-02-07,merchant
B00527,Business 00527,IND07,Transportation & Logistics,R02,Midwest,IL,Tier 1,17,250K-500K,35000,3,S-Corp,680-719,0,17,0.497,RM036,2022-06-28,operating
B00528,Business 00528,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 2,8,3M-10M,430000,46,S-Corp,720-759,0,18,0.19,RM058,2022-03-22,merchant
B00529,Business 00529,IND01,Restaurants & Food Service,R03,South,TX,Tier 1,16,3M-10M,430000,45,Sole Proprietor,720-759,0,28,0.134,RM055,2023-05-09,merchant
B00530,Business 00530,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 3,19,1M-3M,165000,18,Sole Proprietor,760+,0,11,0.16,RM049,2022-08-05,operating
B00531,Business 00531,IND08,E-commerce Sellers,R03,South,TX,Tier 3,19,1M-3M,165000,13,C-Corp,720-759,0,4,0.654,RM002,2023-08-18,operating
B00532,Business 00532,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 3,11,250K-500K,35000,5,Partnership,680-719,0,5,0.155,RM031,2022-02-26,operating
B00533,Business 00533,IND04,Manufacturing,R02,Midwest,IL,Tier 2,19,250K-500K,35000,4,LLC,720-759,1,15,0.222,RM013,2022-12-08,operating
B00534,Business 00534,IND03,Construction Services,R03,South,TX,Tier 3,16,<250K,15000,3,LLC,760+,0,6,0.074,RM024,2022-04-14,merchant
B00535,Business 00535,IND07,Transportation & Logistics,R02,Midwest,IL,Tier 1,3,250K-500K,35000,5,Partnership,720-759,0,21,0.486,RM003,2023-09-26,operating
B00536,Business 00536,IND09,Wholesale Distribution,R04,West,CA,Tier 3,15,250K-500K,35000,4,S-Corp,680-719,0,26,0.542,RM010,2023-03-06,operating
B00537,Business 00537,IND01,Restaurants & Food Service,R04,West,CA,Tier 3,7,250K-500K,35000,3,LLC,760+,0,10,0.423,RM016,2023-05-26,operating
B00538,Business 00538,IND06,Professional Services,R02,Midwest,IL,Tier 2,4,1M-3M,165000,17,Sole Proprietor,760+,0,5,0.212,RM018,2023-06-27,operating
B00539,Business 00539,IND09,Wholesale Distribution,R02,Midwest,IL,Tier 1,9,1M-3M,165000,9,LLC,720-759,0,11,0.159,RM046,2022-08-28,operating
B00540,Business 00540,IND03,Construction Services,R01,Northeast,NY,Tier 2,9,<250K,15000,2,Partnership,720-759,0,22,0.561,RM022,2023-07-08,merchant
B00541,Business 00541,IND11,Education & Training,R01,Northeast,NY,Tier 2,16,<250K,15000,2,LLC,580-639,1,30,0.072,RM036,2022-08-20,merchant
B00542,Business 00542,IND03,Construction Services,R04,West,CA,Tier 3,10,3M-10M,430000,23,LLC,640-679,1,28,0.355,RM046,2023-10-01,operating
B00543,Business 00543,IND04,Manufacturing,R01,Northeast,NY,Tier 1,5,500K-1M,70000,6,LLC,720-759,0,22,0.171,RM047,2023-01-03,merchant
B00544,Business 00544,IND09,Wholesale Distribution,R01,Northeast,NY,Tier 2,10,500K-1M,70000,9,Partnership,680-719,0,5,0.466,RM021,2023-07-15,operating
B00545,Business 00545,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 1,2,500K-1M,70000,5,LLC,640-679,0,24,0.303,RM055,2022-10-21,merchant
B00546,Business 00546,IND08,E-commerce Sellers,R04,West,CA,Tier 2,16,250K-500K,35000,4,Sole Proprietor,580-639,1,3,0.815,RM001,2023-04-21,merchant
B00547,Business 00547,IND05,Healthcare Clinics,R04,West,CA,Tier 1,20,500K-1M,70000,5,Sole Proprietor,680-719,1,14,0.356,RM008,2022-11-04,operating
B00548,Business 00548,IND11,Education & Training,R01,Northeast,NY,Tier 1,19,3M-10M,430000,48,C-Corp,640-679,0,5,0.086,RM022,2022-04-12,operating
B00549,Business 00549,IND02,Retail Stores,R06,Mountain,CO,Tier 3,2,1M-3M,165000,12,LLC,580-639,0,23,0.0,RM016,2022-02-28,operating
B00550,Business 00550,IND10,Personal Services,R05,Pacific Northwest,WA,Tier 2,3,1M-3M,165000,18,LLC,680-719,0,10,0.408,RM060,2023-10-31,merchant
B00551,Business 00551,IND03,Construction Services,R05,Pacific Northwest,WA,Tier 3,12,250K-500K,35000,4,C-Corp,640-679,0,18,0.578,RM057,2022-03-27,operating
B00552,Business 00552,IND09,Wholesale Distribution,R04,West,CA,Tier 1,7,1M-3M,165000,13,Sole Proprietor,760+,0,30,0.457,RM049,2023-10-19,operating
B00553,Business 00553,IND07,Transportation & Logistics,R01,Northeast,NY,Tier 2,19,<250K,15000,2,C-Corp,720-759,0,14,0.106,RM056,2023-11-08,operating
B00554,Business 00554,IND11,Education & Training,R02,Midwest,IL,Tier 1,16,<250K,15000,2,Partnership,640-679,1,5,0.598,RM039,2022-12-12,operating
B00555,Business 00555,IND12,Hospitality & Travel,R04,West,CA,Tier 3,2,1M-3M,165000,10,LLC,640-679,0,13,0.485,RM033,2023-01-21,mixed
