loan_id,business_id,product_type,loan_amount,start_date,interest_rate,loan_term_months,maturity_date,collateral_type,secured_flag,origination_channel,underwriting_score_band,initial_risk_grade
L000773,B00921,Equipment Loan,414137.04,2023-09-13,0.0714,18,2025-03-06,equipment,1,partner,720-759,A
L000774,B00514,Equipment Loan,168762.63,2024-11-08,0.1135,36,2027-10-24,UCC lien,0,partner,640-679,A
L000775,B01305,Term Loan,450282.89,2024-06-05,0.0891,18,2025-11-27,equipment,1,online,720-759,C
L000776,B00449,Equipment Loan,26707.5,2023-04-22,0.1051,36,2026-04-06,UCC lien,0,branch,640-679,D
L000777,B00963,Term Loan,202900.84,2023-08-27,0.1154,36,2026-08-11,equipment,1,branch,640-679,A
L000778,B01080,Equipment Loan,122415.5,2024-08-02,0.1149,24,2026-07-23,receivables,1,online,640-679,B
L000779,B00939,Term Loan,43968.59,2024-02-26,0.1185,36,2027-02-10,equipment,0,online,640-679,B
L000780,B00387,Revolving Credit,348990.17,2024-08-22,0.1182,36,2027-08-07,receivables,1,relationship_manager,640-679,C
L000781,B00217,Revolving Credit,173867.94,2024-08-02,0.1072,24,2026-07-23,equipment,1,branch,640-679,B
L000782,B00136,Merchant Cash Advance,1200000.0,2024-01-16,0.0724,24,2026-01-05,equipment,1,branch,720-759,B
L000783,B00212,Term Loan,104490.29,2024-11-06,0.0835,18,2026-04-30,receivables,1,branch,720-759,C
L000784,B00698,Revolving Credit,52478.13,2023-03-08,0.0866,24,2025-02-25,equipment,0,relationship_manager,680-719,B
L000785,B01272,Term Loan,46240.39,2024-07-08,0.0789,12,2025-07-03,receivables,1,online,720-759,B
L000786,B00915,Revolving Credit,62362.24,2024-05-29,0.0736,18,2025-11-20,equipment,1,partner,760+,B
L000787,B00675,Merchant Cash Advance,496640.9,2023-10-30,0.0874,24,2025-10-19,equipment,0,online,720-759,C
L000788,B00208,Term Loan,754399.75,2023-03-10,0.157,24,2025-02-27,unsecured,1,online,580-639,B
L000789,B00055,Term Loan,401110.75,2024-02-26,0.0913,24,2026-02-15,receivables,1,partner,680-719,C
L000790,B00706,Revolving Credit,1026689.09,2023-04-30,0.0982,36,2026-04-14,real estate,1,branch,680-719,A
L000791,B01427,Merchant Cash Advance,1200000.0,2023-05-23,0.0699,18,2024-11-13,receivables,1,partner,760+,B
L000792,B01285,Equipment Loan,40488.36,2024-05-13,0.111,18,2025-11-04,equipment,1,partner,640-679,A
L000793,B00207,Invoice Financing,350754.96,2023-01-13,0.0831,18,2024-07-06,receivables,1,online,680-719,A
L000794,B00360,Term Loan,263598.87,2024-02-06,0.113,24,2026-01-26,equipment,0,branch,640-679,A
L000795,B00073,Revolving Credit,42692.8,2024-09-08,0.0747,24,2026-08-29,UCC lien,1,online,720-759,A
L000796,B00280,Revolving Credit,868963.26,2023-01-29,0.0944,36,2026-01-13,equipment,1,branch,680-719,B
L000797,B00063,Equipment Loan,158272.52,2024-07-26,0.1027,18,2026-01-17,UCC lien,0,online,640-679,C
L000798,B00423,Term Loan,149191.89,2024-02-11,0.1334,24,2026-01-31,UCC lien,1,branch,580-639,C
L000799,B00836,Merchant Cash Advance,342809.85,2023-10-12,0.1573,24,2025-10-01,receivables,1,branch,580-639,D
L000800,B00828,Revolving Credit,68931.29,2024-01-30,0.1071,18,2025-07-23,receivables,1,branch,680-719,B
L000801,B01043,Term Loan,39775.46,2024-09-05,0.0629,36,2027-08-21,UCC lien,1,branch,760+,B
L000802,B00324,Revolving Credit,119821.91,2024-02-19,0.1487,12,2025-02-13,equipment,0,branch,580-639,B
L000803,B00026,Term Loan,336518.22,2023-08-29,0.111,36,2026-08-13,equipment,1,online,640-679,B
L000804,B00285,Term Loan,467183.45,2024-03-09,0.0795,12,2025-03-04,UCC lien,1,partner,720-759,B
L000805,B01370,Merchant Cash Advance,466262.77,2024-10-08,0.1398,24,2026-09-28,UCC lien,1,partner,580-639,C
L000806,B01422,Invoice Financing,370215.98,2024-09-06,0.0945,36,2027-08-22,equipment,1,partner,680-719,C
L000807,B00879,Revolving Credit,854083.94,2023-05-03,0.0785,18,2024-10-24,equipment,0,branch,760+,A
L000808,B01160,Merchant Cash Advance,144967.98,2023-02-11,0.1134,24,2025-01-31,receivables,0,online,640-679,A
L000809,B01290,Revolving Credit,49779.22,2024-03-04,0.1125,18,2025-08-26,equipment,1,partner,640-679,B
L000810,B00756,Invoice Financing,319579.75,2023-04-28,0.1329,36,2026-04-12,equipment,1,branch,580-639,B
L000811,B01323,Invoice Financing,84190.17,2023-05-18,0.0653,24,2025-05-07,receivables,1,relationship_manager,760+,B
L000812,B00818,Revolving Credit,43676.66,2023-11-12,0.102,36,2026-10-27,receivables,1,partner,680-719,C
L000813,B00146,Term Loan,173194.61,2024-04-07,0.0864,24,2026-03-28,real estate,1,branch,680-719,C
L000814,B00387,Term Loan,110899.99,2024-09-28,0.1032,24,2026-09-18,UCC lien,1,branch,640-679,C
L000815,B01204,Merchant Cash Advance,246297.59,2023-10-31,0.0769,18,2025-04-23,equipment,1,branch,720-759,D
L000816,B01397,Revolving Credit,1200000.0,2024-07-23,0.1517,12,2025-07-18,equipment,0,online,580-639,A
L000817,B00876,Invoice Financing,47654.56,2023-07-28,0.0926,24,2025-07-17,UCC lien,1,online,680-719,B
L000818,B00116,Term Loan,246412.36,2024-06-16,0.1385,36,2027-06-01,UCC lien,1,online,580-639,B
L000819,B01032,Merchant Cash Advance,299481.58,2023-01-17,0.0919,12,2024-01-12,equipment,1,online,680-719,C
L000820,B00269,Invoice Financing,66470.69,2023-12-30,0.114,18,2025-06-22,UCC lien,1,online,640-679,C
L000821,B00079,Term Loan,247675.39,2023-10-25,0.0641,12,2024-10-19,UCC lien,1,online,760+,B
L000822,B00486,Term Loan,89913.32,2024-02-07,0.1023,12,2025-02-01,equipment,0,relationship_manager,680-719,C
L000823,B00027,Revolving Credit,269745.88,2023-08-29,0.1115,24,2025-08-18,UCC lien,0,branch,640-679,B
L000824,B01427,Revolving Credit,1200000.0,2024-12-09,0.0776,36,2027-11-24,UCC lien,1,branch,760+,C
L000825,B00397,Term Loan,133796.69,2023-03-12,0.0677,18,2024-09-02,receivables,0,branch,760+,A
L000826,B00749,Invoice Financing,279986.79,2023-07-22,0.0799,24,2025-07-11,receivables,1,relationship_manager,720-759,C
L000827,B00796,Equipment Loan,105130.72,2024-03-09,0.1263,18,2025-08-31,real estate,0,online,640-679,C
L000828,B00811,Revolving Credit,174190.33,2023-06-07,0.0703,24,2025-05-27,equipment,0,online,720-759,A
L000829,B00076,Term Loan,157450.73,2023-10-18,0.0853,18,2025-04-10,UCC lien,1,relationship_manager,720-759,C
L000830,B01293,Merchant Cash Advance,22585.43,2023-10-18,0.1372,36,2026-10-02,receivables,1,relationship_manager,580-639,C
L000831,B00477,Term Loan,126139.45,2024-07-10,0.1057,36,2027-06-25,receivables,1,online,640-679,A
L000832,B01381,Invoice Financing,323138.11,2024-07-17,0.064,36,2027-07-02,equipment,0,branch,760+,A
L000833,B01148,Invoice Financing,40812.56,2024-12-26,0.1036,24,2026-12-16,real estate,0,partner,680-719,C
L000834,B01349,Revolving Credit,161974.4,2023-07-31,0.0906,24,2025-07-20,real estate,1,branch,680-719,B
L000835,B00148,Equipment Loan,784325.48,2023-05-04,0.1244,18,2024-10-25,real estate,1,branch,640-679,B
L000836,B01372,Revolving Credit,68375.08,2023-05-17,0.1171,24,2025-05-06,equipment,1,branch,640-679,C
L000837,B00144,Equipment Loan,1200000.0,2024-05-14,0.0942,18,2025-11-05,receivables,1,online,680-719,C
L000838,B00259,Term Loan,493674.92,2023-04-01,0.0827,18,2024-09-22,equipment,0,partner,680-719,C
L000839,B00368,Revolving Credit,177981.69,2024-10-10,0.0779,36,2027-09-25,equipment,1,online,720-759,C
L000840,B00053,Equipment Loan,878925.52,2023-03-13,0.1035,24,2025-03-02,UCC lien,1,online,640-679,C
L000841,B00234,Merchant Cash Advance,1200000.0,2023-01-07,0.1182,18,2024-06-30,receivables,0,branch,640-679,A
L000842,B00164,Term Loan,420853.04,2024-06-07,0.0983,24,2026-05-28,equipment,1,relationship_manager,680-719,B
L000843,B00424,Term Loan,60877.23,2023-12-29,0.1086,24,2025-12-18,UCC lien,1,partner,640-679,B
L000844,B00167,Term Loan,57156.26,2023-09-16,0.0701,36,2026-08-31,receivables,1,partner,720-759,B
L000845,B00089,Revolving Credit,64675.43,2024-12-02,0.1196,24,2026-11-22,UCC lien,0,branch,640-679,A
L000846,B00054,Term Loan,74441.4,2024-11-16,0.0905,24,2026-11-06,equipment,1,relationship_manager,680-719,B
L000847,B00875,Equipment Loan,352782.49,2023-04-30,0.0782,24,2025-04-19,UCC lien,0,branch,760+,A
L000848,B01081,Merchant Cash Advance,668330.67,2024-03-03,0.1056,18,2025-08-25,receivables,1,online,640-679,B
L000849,B01155,Term Loan,53260.81,2023-03-24,0.0744,36,2026-03-08,receivables,0,partner,720-759,A
L000850,B00627,Invoice Financing,225321.28,2023-02-14,0.0832,12,2024-02-09,receivables,0,branch,720-759,B
L000851,B01115,Term Loan,910905.8,2024-07-27,0.0594,12,2025-07-22,receivables,0,partner,760+,D
L000852,B00157,Term Loan,30894.06,2024-11-17,0.1189,18,2026-05-11,equipment,1,online,640-679,B
L000853,B01232,Revolving Credit,117806.29,2023-03-12,0.0759,24,2025-03-01,receivables,1,online,720-759,B
L000854,B00299,Merchant Cash Advance,139088.97,2024-05-08,0.1275,18,2025-10-30,real estate,1,online,640-679,C
L000855,B01246,Revolving Credit,157392.07,2024-01-09,0.1008,18,2025-07-02,receivables,0,branch,680-719,C
L000856,B00488,Merchant Cash Advance,121533.34,2024-11-20,0.1038,36,2027-11-05,equipment,0,relationship_manager,680-719,B
L000857,B01084,Term Loan,555334.85,2024-05-02,0.1195,12,2025-04-27,real estate,1,branch,640-679,C
L000858,B00594,Term Loan,129728.99,2023-05-20,0.1009,18,2024-11-10,equipment,1,branch,680-719,B
L000859,B01430,Merchant Cash Advance,59035.21,2024-07-28,0.107,36,2027-07-13,equipment,0,online,640-679,C
L000860,B00411,Revolving Credit,207399.25,2024-10-21,0.1382,12,2025-10-16,receivables,1,branch,580-639,B
L000861,B00872,Equipment Loan,57054.07,2023-04-23,0.0909,18,2024-10-14,equipment,1,online,680-719,A
L000862,B01473,Revolving Credit,351329.84,2024-04-10,0.091,36,2027-03-26,equipment,0,online,680-719,B
L000863,B00095,Term Loan,291691.59,2024-11-11,0.0572,24,2026-11-01,receivables,1,branch,760+,B
L000864,B00271,Revolving Credit,50171.03,2024-10-11,0.0776,24,2026-10-01,UCC lien,1,branch,760+,B
L000865,B00984,Revolving Credit,451929.76,2024-07-16,0.1051,24,2026-07-06,UCC lien,1,branch,640-679,B
L000866,B00077,Term Loan,78734.62,2023-12-02,0.1055,18,2025-05-25,equipment,1,branch,680-719,C
L000867,B01190,Term Loan,338026.72,2023-06-19,0.1384,18,2024-12-10,UCC lien,1,online,580-639,A
L000868,B01105,Revolving Credit,24782.25,2023-03-02,0.1236,18,2024-08-23,equipment,1,partner,640-679,B
L000869,B00219,Term Loan,45358.51,2023-03-12,0.0883,18,2024-09-02,unsecured,0,online,680-719,B
L000870,B01124,Term Loan,34394.61,2023-05-22,0.0864,24,2025-05-11,unsecured,0,online,720-759,A
L000871,B01143,Revolving Credit,1200000.0,2024-05-31,0.0865,12,2025-05-26,receivables,1,relationship_manager,720-759,B
L000872,B01015,Invoice Financing,375320.0,2023-04-06,0.1326,18,2024-09-27,equipment,0,branch,580-639,B
L000873,B00582,Invoice Financing,89080.73,2024-08-06,0.0744,36,2027-07-22,receivables,1,partner,760+,B
L000874,B01316,Revolving Credit,79683.8,2023-04-23,0.0589,24,2025-04-12,equipment,1,partner,760+,C
L000875,B01396,Merchant Cash Advance,76448.16,2024-12-09,0.15,12,2025-12-04,receivables,1,branch,580-639,B
L000876,B00774,Invoice Financing,109820.88,2024-02-19,0.0934,18,2025-08-12,real estate,1,partner,680-719,B
L000877,B01233,Invoice Financing,297682.63,2023-08-24,0.1038,18,2025-02-14,real estate,0,partner,640-679,B
L000878,B00871,Revolving Credit,123726.55,2024-09-05,0.0754,18,2026-02-27,unsecured,1,online,720-759,B
L000879,B01333,Term Loan,652429.66,2024-08-08,0.119,24,2026-07-29,equipment,0,relationship_manager,640-679,B
L000880,B00119,Invoice Financing,50211.23,2024-08-05,0.1087,36,2027-07-21,real estate,0,online,640-679,C
L000881,B00105,Term Loan,199598.94,2024-01-19,0.1157,12,2025-01-13,real estate,1,online,640-679,C
L000882,B01497,Term Loan,250208.31,2023-01-11,0.1397,18,2024-07-04,equipment,0,partner,580-639,B
L000883,B00656,Merchant Cash Advance,100921.9,2023-06-18,0.0729,24,2025-06-07,UCC lien,1,partner,720-759,B
L000884,B00831,Equipment Loan,674947.07,2023-07-06,0.1131,36,2026-06-20,real estate,1,branch,640-679,A
L000885,B00239,Equipment Loan,195138.58,2023-03-19,0.1267,18,2024-09-09,equipment,1,branch,640-679,C
L000886,B00502,Term Loan,25933.4,2023-02-02,0.1062,18,2024-07-26,equipment,1,branch,680-719,C
L000887,B00710,Term Loan,550325.56,2024-07-11,0.0769,36,2027-06-26,equipment,1,online,720-759,A
L000888,B00651,Equipment Loan,330233.59,2024-07-19,0.1071,18,2026-01-10,equipment,1,partner,680-719,B
L000889,B00096,Term Loan,661411.02,2023-08-03,0.0697,36,2026-07-18,real estate,1,partner,760+,B
L000890,B00670,Term Loan,559296.65,2024-08-09,0.1026,24,2026-07-30,receivables,1,branch,680-719,A
L000891,B01141,Term Loan,51479.79,2024-03-27,0.0852,18,2025-09-18,real estate,1,relationship_manager,680-719,B
L000892,B00165,Term Loan,91268.2,2023-06-02,0.1173,36,2026-05-17,equipment,1,online,640-679,A
L000893,B00836,Invoice Financing,286780.62,2024-04-05,0.1386,24,2026-03-26,equipment,1,online,580-639,B
L000894,B00715,Term Loan,367457.61,2024-04-17,0.1018,24,2026-04-07,receivables,1,online,680-719,B
L000895,B01241,Term Loan,313725.4,2024-06-18,0.1371,18,2025-12-10,equipment,1,branch,580-639,C
L000896,B00393,Revolving Credit,600358.89,2023-04-20,0.0811,18,2024-10-11,UCC lien,1,branch,720-759,B
L000897,B01141,Invoice Financing,55769.37,2024-11-30,0.0942,12,2025-11-25,UCC lien,1,branch,680-719,C
L000898,B01155,Term Loan,32005.52,2024-01-10,0.0774,24,2025-12-30,real estate,1,relationship_manager,720-759,B
L000899,B00619,Equipment Loan,183438.31,2023-12-15,0.0859,18,2025-06-07,receivables,0,partner,720-759,B
L000900,B01259,Term Loan,268952.92,2023-01-03,0.0738,12,2023-12-29,receivables,1,branch,720-759,A
L000901,B00969,Term Loan,185204.15,2023-07-18,0.0842,24,2025-07-07,equipment,0,online,720-759,C
L000902,B01195,Term Loan,141778.86,2024-04-29,0.1354,36,2027-04-14,equipment,1,partner,580-639,B
L000903,B00647,Invoice Financing,291628.06,2023-10-27,0.103,24,2025-10-16,UCC lien,1,partner,680-719,C
L000904,B00597,Revolving Credit,319948.52,2024-03-14,0.0933,18,2025-09-05,equipment,1,branch,680-719,C
L000905,B01151,Term Loan,206471.0,2023-07-10,0.1022,24,2025-06-29,receivables,1,partner,680-719,C
L000906,B00983,Term Loan,44041.65,2023-11-11,0.0785,24,2025-10-31,receivables,1,online,720-759,B
L000907,B00126,Term Loan,112270.72,2023-12-15,0.102,24,2025-12-04,receivables,0,partner,680-719,B
L000908,B00306,Term Loan,164815.54,2023-08-23,0.0695,18,2025-02-13,equipment,0,online,720-759,A
L000909,B01160,Equipment Loan,101886.98,2024-08-01,0.1129,24,2026-07-22,receivables,1,branch,640-679,B
L000910,B00470,Term Loan,859057.07,2024-06-26,0.1044,36,2027-06-11,equipment,1,online,640-679,C
L000911,B01461,Term Loan,303333.63,2024-03-09,0.07,24,2026-02-27,receivables,0,branch,720-759,B
L000912,B00336,Equipment Loan,351158.52,2024-08-08,0.0845,12,2025-08-03,real estate,1,branch,720-759,A
L000913,B00113,Equipment Loan,278600.92,2023-02-01,0.1568,18,2024-07-25,equipment,1,partner,580-639,A
L000914,B00616,Equipment Loan,450494.67,2024-11-24,0.0902,18,2026-05-18,equipment,0,partner,680-719,B
L000915,B01279,Revolving Credit,167632.62,2023-07-08,0.1354,24,2025-06-27,receivables,0,online,580-639,B
L000916,B00368,Revolving Credit,187043.54,2023-06-02,0.0808,36,2026-05-17,UCC lien,1,online,720-759,B
L000917,B00538,Invoice Financing,667839.1,2023-01-26,0.0607,12,2024-01-21,real estate,1,online,760+,B
L000918,B01142,Term Loan,36534.67,2024-07-07,0.0884,24,2026-06-27,equipment,1,online,720-759,B
L000919,B01224,Term Loan,346269.81,2023-09-20,0.0783,24,2025-09-09,UCC lien,1,online,720-759,B
L000920,B00967,Merchant Cash Advance,72701.52,2023-12-01,0.0672,24,2025-11-20,receivables,0,online,720-759,C
L000921,B00698,Revolving Credit,31019.7,2024-02-28,0.0915,24,2026-02-17,equipment,1,online,680-719,C
L000922,B00922,Term Loan,521534.51,2023-01-31,0.0765,24,2025-01-20,equipment,1,partner,720-759,B
L000923,B00771,Equipment Loan,258441.63,2024-09-16,0.097,36,2027-09-01,receivables,1,branch,680-719,C
L000924,B01452,Revolving Credit,69297.75,2024-08-11,0.0902,24,2026-08-01,UCC lien,1,online,680-719,C
L000925,B00142,Invoice Financing,94537.17,2024-11-17,0.0817,24,2026-11-07,real estate,1,online,720-759,B
L000926,B00889,Revolving Credit,230811.94,2023-10-03,0.0665,24,2025-09-22,equipment,1,branch,760+,B
L000927,B00226,Invoice Financing,95837.58,2024-01-11,0.1382,36,2026-12-26,receivables,1,branch,580-639,B
L000928,B00484,Term Loan,587981.79,2024-02-12,0.1145,36,2027-01-27,receivables,1,online,640-679,B
L000929,B01077,Revolving Credit,295498.28,2023-11-25,0.1188,24,2025-11-14,equipment,0,branch,640-679,C
L000930,B00449,Term Loan,25121.71,2024-03-16,0.1035,18,2025-09-07,equipment,0,partner,640-679,B
L000931,B00348,Term Loan,57950.75,2023-12-26,0.085,18,2025-06-18,receivables,1,branch,680-719,B
L000932,B01422,Revolving Credit,373621.01,2024-01-08,0.1068,36,2026-12-23,receivables,1,online,680-719,D
L000933,B01263,Equipment Loan,1200000.0,2024-04-12,0.0893,36,2027-03-28,receivables,1,online,720-759,B
L000934,B01477,Term Loan,156861.84,2024-12-09,0.0788,24,2026-11-29,equipment,1,branch,720-759,B
L000935,B00846,Merchant Cash Advance,132791.39,2024-03-17,0.1361,12,2025-03-12,equipment,1,branch,580-639,C
L000936,B01097,Term Loan,28794.65,2024-06-28,0.0886,18,2025-12-20,equipment,1,branch,680-719,A
L000937,B01066,Term Loan,311191.12,2024-10-16,0.1051,36,2027-10-01,unsecured,0,branch,680-719,B
L000938,B00101,Invoice Financing,119522.35,2024-07-23,0.0591,36,2027-07-08,UCC lien,1,branch,760+,A
L000939,B00889,Term Loan,157775.58,2023-04-16,0.063,36,2026-03-31,equipment,1,partner,760+,B
L000940,B00019,Equipment Loan,146125.7,2023-04-04,0.1038,12,2024-03-29,receivables,1,partner,680-719,A
L000941,B00758,Revolving Credit,207040.2,2023-04-12,0.1368,12,2024-04-06,equipment,0,online,580-639,B
L000942,B01477,Equipment Loan,63415.44,2023-08-01,0.079,12,2024-07-26,equipment,0,branch,720-759,B
L000943,B00748,Term Loan,170420.52,2024-12-10,0.0891,12,2025-12-05,equipment,0,online,680-719,B
L000944,B00637,Revolving Credit,71181.22,2023-02-26,0.1424,18,2024-08-19,receivables,0,online,580-639,B
L000945,B01287,Term Loan,729842.15,2023-09-20,0.0852,36,2026-09-04,receivables,1,partner,680-719,B
L000946,B00582,Equipment Loan,261504.36,2023-07-18,0.0655,24,2025-07-07,unsecured,1,online,760+,B
L000947,B00745,Term Loan,110219.27,2023-04-24,0.1184,24,2025-04-13,receivables,1,online,640-679,C
L000948,B00929,Term Loan,232965.86,2023-03-26,0.1496,24,2025-03-15,receivables,0,relationship_manager,580-639,A
L000949,B00522,Revolving Credit,31684.76,2024-07-26,0.148,24,2026-07-16,equipment,1,relationship_manager,580-639,C
L000950,B00176,Invoice Financing,139580.75,2023-01-22,0.0796,24,2025-01-11,UCC lien,1,online,720-759,B
L000951,B00888,Invoice Financing,58668.85,2024-03-18,0.0894,24,2026-03-08,UCC lien,0,online,680-719,B
L000952,B01180,Term Loan,159897.92,2024-03-21,0.0912,24,2026-03-11,unsecured,1,partner,680-719,B
L000953,B00534,Equipment Loan,56811.86,2023-11-06,0.0708,24,2025-10-26,receivables,1,branch,760+,C
L000954,B01445,Term Loan,186839.75,2024-04-08,0.0878,24,2026-03-29,equipment,1,branch,720-759,B
L000955,B01044,Term Loan,45647.91,2023-09-22,0.0876,36,2026-09-06,receivables,0,partner,720-759,B
L000956,B00645,Revolving Credit,144939.46,2024-11-18,0.074,18,2026-05-12,equipment,1,branch,720-759,B
L000957,B01153,Term Loan,49948.38,2023-09-09,0.0617,24,2025-08-29,receivables,0,partner,760+,B
L000958,B00808,Equipment Loan,145233.94,2023-10-13,0.1045,24,2025-10-02,receivables,1,branch,640-679,C
L000959,B00400,Revolving Credit,137730.51,2024-04-07,0.1054,24,2026-03-28,receivables,1,branch,680-719,C
L000960,B00087,Term Loan,267736.71,2024-04-20,0.1555,12,2025-04-15,UCC lien,1,branch,580-639,B
L000961,B00865,Invoice Financing,270612.86,2023-02-15,0.067,18,2024-08-08,receivables,1,branch,760+,B
L000962,B01248,Invoice Financing,264226.63,2023-12-10,0.1042,12,2024-12-04,receivables,1,branch,680-719,B
L000963,B00115,Revolving Credit,1200000.0,2024-10-15,0.0801,18,2026-04-08,receivables,1,branch,720-759,B
L000964,B00599,Invoice Financing,277747.18,2023-02-03,0.0753,12,2024-01-29,equipment,1,branch,720-759,B
L000965,B00068,Merchant Cash Advance,171684.45,2023-10-23,0.1222,24,2025-10-12,UCC lien,1,online,640-679,B
L000966,B00514,Invoice Financing,75333.24,2023-01-19,0.1138,24,2025-01-08,UCC lien,0,partner,640-679,B
L000967,B00132,Invoice Financing,381751.44,2023-03-09,0.1404,24,2025-02-26,equipment,1,branch,580-639,B
L000968,B00597,Merchant Cash Advance,555225.85,2023-11-18,0.0953,36,2026-11-02,UCC lien,1,partner,680-719,A
L000969,B01180,Equipment Loan,96172.04,2024-11-08,0.1034,24,2026-10-29,receivables,1,branch,680-719,D
L000970,B00037,Revolving Credit,122479.31,2024-01-07,0.0893,24,2025-12-27,equipment,1,online,720-759,B
L000971,B00526,Equipment Loan,227979.38,2023-03-27,0.116,18,2024-09-17,receivables,1,online,640-679,B
L000972,B00789,Equipment Loan,103505.76,2024-06-22,0.1366,18,2025-12-14,UCC lien,1,branch,580-639,B
L000973,B01056,Invoice Financing,48176.14,2023-09-11,0.105,48,2027-08-21,equipment,1,partner,640-679,C
L000974,B00071,Equipment Loan,178306.66,2023-10-29,0.0844,18,2025-04-21,UCC lien,1,partner,720-759,C
L000975,B00953,Revolving Credit,66158.94,2023-03-17,0.1436,18,2024-09-07,real estate,0,branch,580-639,B
L000976,B00101,Equipment Loan,90099.53,2024-01-23,0.0574,24,2026-01-12,UCC lien,0,relationship_manager,760+,B
L000977,B00512,Term Loan,275411.07,2024-03-11,0.0938,48,2028-02-19,UCC lien,1,branch,680-719,C
L000978,B01240,Equipment Loan,65804.21,2023-04-29,0.1366,18,2024-10-20,real estate,0,online,580-639,C
L000979,B00145,Revolving Credit,177536.83,2024-02-10,0.138,18,2025-08-03,equipment,1,branch,580-639,B
L000980,B00909,Revolving Credit,314679.5,2024-06-07,0.0741,18,2025-11-29,receivables,1,partner,760+,C
L000981,B00296,Invoice Financing,74152.69,2024-11-06,0.0813,18,2026-04-30,receivables,0,online,720-759,B
L000982,B01268,Equipment Loan,62268.72,2023-11-24,0.1548,18,2025-05-17,equipment,1,online,580-639,D
L000983,B01072,Term Loan,77679.62,2023-08-06,0.1066,18,2025-01-27,real estate,1,online,680-719,B
L000984,B00328,Equipment Loan,139668.03,2023-10-08,0.1412,36,2026-09-22,equipment,0,online,580-639,A
L000985,B01088,Equipment Loan,220284.06,2024-02-02,0.1033,18,2025-07-26,unsecured,0,online,680-719,B
L000986,B00393,Revolving Credit,879481.18,2024-05-21,0.0815,24,2026-05-11,UCC lien,1,online,720-759,B
L000987,B00101,Invoice Financing,116620.88,2023-04-02,0.0653,12,2024-03-27,UCC lien,1,branch,760+,C
L000988,B00420,Term Loan,277418.53,2024-10-05,0.1032,18,2026-03-29,equipment,1,branch,640-679,B
L000989,B00651,Term Loan,335000.14,2023-10-17,0.0974,18,2025-04-09,UCC lien,1,branch,680-719,C
L000990,B00137,Term Loan,24796.85,2024-03-06,0.083,24,2026-02-24,UCC lien,0,online,720-759,B
L000991,B00754,Term Loan,189785.8,2023-06-27,0.0935,48,2027-06-06,UCC lien,1,branch,680-719,B
L000992,B00483,Term Loan,528856.01,2024-05-15,0.0868,18,2025-11-06,UCC lien,1,branch,680-719,A
L000993,B01013,Term Loan,46951.67,2024-04-09,0.087,24,2026-03-30,UCC lien,0,online,680-719,C
L000994,B00409,Term Loan,1200000.0,2024-03-29,0.0826,18,2025-09-20,unsecured,1,online,720-759,B
L000995,B00798,Equipment Loan,58932.07,2023-01-28,0.1485,24,2025-01-17,equipment,1,online,580-639,B
L000996,B00457,Revolving Credit,1200000.0,2023-07-16,0.0924,18,2025-01-06,unsecured,1,online,680-719,C
L000997,B00959,Equipment Loan,53443.13,2024-11-01,0.1047,24,2026-10-22,receivables,1,partner,640-679,C
L000998,B00970,Revolving Credit,284726.26,2024-10-16,0.1447,24,2026-10-06,receivables,0,branch,580-639,A
L000999,B01401,Revolving Credit,60363.45,2024-08-01,0.1547,18,2026-01-23,unsecured,1,online,580-639,A
L001000,B01243,Term Loan,165285.16,2023-04-28,0.0864,24,2025-04-17,equipment,0,branch,720-759,C
L001001,B01100,Term Loan,298175.62,2023-07-03,0.0675,18,2024-12-24,equipment,0,branch,720-759,C
L001002,B01242,Revolving Credit,583482.91,2023-07-26,0.104,24,2025-07-15,receivables,1,online,680-719,B
L001003,B00845,Equipment Loan,155783.97,2024-06-22,0.0793,24,2026-06-12,UCC lien,0,online,720-759,B
L001004,B00502,Invoice Financing,60174.79,2023-10-05,0.1032,12,2024-09-29,equipment,1,online,680-719,B
L001005,B01300,Equipment Loan,111954.67,2024-06-25,0.156,18,2025-12-17,equipment,1,relationship_manager,580-639,B
L001006,B01458,Term Loan,560706.37,2024-07-02,0.0676,36,2027-06-17,receivables,1,partner,720-759,B
L001007,B01421,Revolving Credit,40078.81,2023-11-21,0.1051,18,2025-05-14,equipment,1,branch,640-679,A
L001008,B00704,Equipment Loan,248001.53,2024-11-02,0.086,18,2026-04-26,UCC lien,0,partner,720-759,A
L001009,B00133,Term Loan,229705.77,2024-08-22,0.1335,18,2026-02-13,receivables,1,online,580-639,C
L001010,B00154,Revolving Credit,1200000.0,2023-08-04,0.095,12,2024-07-29,UCC lien,1,online,680-719,C
L001011,B00985,Term Loan,245978.9,2023-04-21,0.0784,24,2025-04-10,equipment,1,partner,720-759,C
L001012,B00423,Revolving Credit,116011.54,2024-08-11,0.1498,24,2026-08-01,UCC lien,1,partner,580-639,B
L001013,B01357,Term Loan,1200000.0,2024-03-25,0.103,36,2027-03-10,receivables,1,branch,680-719,B
L001014,B00310,Term Loan,63089.02,2023-11-22,0.082,24,2025-11-11,unsecured,1,online,720-759,B
L001015,B00935,Term Loan,174415.77,2023-09-19,0.1555,48,2027-08-29,equipment,1,partner,580-639,A
L001016,B01071,Revolving Credit,132667.32,2024-03-31,0.0914,18,2025-09-22,UCC lien,1,partner,680-719,B
L001017,B01431,Invoice Financing,91404.35,2023-04-26,0.122,18,2024-10-17,unsecured,0,branch,640-679,C
