repayment_id,loan_id,business_id,payment_month,scheduled_amount,actual_payment,days_past_due,payment_status,principal_remaining,auto_debit_success_flag,payment_channel
RP0014631,L002598,B00937,2025-01,8676.83,8885.31,0,on_time,138172.89,0,auto_debit
RP0013401,L002598,B00937,2025-02,8676.83,8613.47,2,on_time,129496.06,1,auto_debit
RP0012164,L002598,B00937,2025-03,8676.83,8910.42,0,on_time,120819.24,1,auto_debit
RP0010921,L002598,B00937,2025-04,8676.83,8551.6,0,on_time,112142.41,1,auto_debit
RP0009670,L002598,B00937,2025-05,8676.83,8877.72,2,on_time,103465.59,1,ACH
RP0008413,L002598,B00937,2025-06,8676.83,8583.86,2,on_time,94788.76,0,branch
RP0007153,L002598,B00937,2025-07,8676.83,8528.68,2,on_time,86111.94,1,auto_debit
RP0005888,L002598,B00937,2025-08,8676.83,8758.65,0,on_time,77435.11,1,ACH
RP0004619,L002598,B00937,2025-09,8676.83,8839.11,2,on_time,68758.28,1,ACH
RP0003348,L002598,B00937,2025-10,8676.83,8856.49,0,on_time,60081.46,1,auto_debit
RP0002076,L002598,B00937,2025-11,8676.83,8795.22,0,on_time,51404.63,1,auto_debit
RP0000802,L002598,B00937,2025-12,8676.83,8741.96,2,on_time,42727.81,1,auto_debit
RP0008555,L002600,B01108,2024-01,4407.35,4379.12,0,on_time,67854.53,1,branch
RP0007295,L002600,B01108,2024-02,4407.35,1857.86,0,on_time,63447.18,1,auto_debit
RP0006030,L002600,B01108,2024-03,4407.35,4333.38,0,on_time,59039.83,1,ACH
RP0004763,L002600,B01108,2024-04,4407.35,4391.39,0,on_time,54632.48,1,auto_debit
RP0003492,L002600,B01108,2024-05,4407.35,4416.24,0,on_time,50225.14,1,auto_debit
RP0002220,L002600,B01108,2024-06,4407.35,4370.3,10,late_1_29,45817.79,0,auto_debit
RP0000946,L002600,B01108,2024-07,4407.35,4514.95,2,on_time,41410.44,1,branch
RP0015817,L002601,B00903,2024-12,3710.3,3810.56,0,on_time,75023.19,1,wire
RP0014601,L002601,B00903,2025-01,3710.3,3791.2,0,on_time,71312.88,1,ACH
RP0013371,L002601,B00903,2025-02,3710.3,3756.35,0,on_time,67602.58,0,ACH
RP0012134,L002601,B00903,2025-03,3710.3,3818.4,0,on_time,63892.27,1,auto_debit
RP0010891,L002601,B00903,2025-04,3710.3,3679.87,10,late_1_29,60181.97,1,auto_debit
RP0009640,L002601,B00903,2025-05,3710.3,3768.39,10,late_1_29,56471.66,1,auto_debit
RP0008383,L002601,B00903,2025-06,3710.3,3740.22,0,on_time,52761.36,1,ACH
RP0007123,L002601,B00903,2025-07,3710.3,3687.98,0,on_time,49051.05,1,auto_debit
RP0005858,L002601,B00903,2025-08,3710.3,3785.09,0,on_time,45340.75,1,auto_debit
RP0004588,L002601,B00903,2025-09,3710.3,3764.97,2,on_time,41630.44,1,auto_debit
RP0003317,L002601,B00903,2025-10,3710.3,3788.09,2,on_time,37920.14,1,ACH
RP0002045,L002601,B00903,2025-11,3710.3,3643.85,0,on_time,34209.84,1,auto_debit
RP0000771,L002601,B00903,2025-12,3710.3,3791.05,10,late_1_29,30499.53,1,auto_debit
RP0027504,L002629,B00600,2024-12,13282.11,13024.72,0,on_time,214914.81,0,auto_debit
RP0025836,L002629,B00600,2025-01,13282.11,13094.93,0,on_time,201632.7,0,auto_debit
RP0024047,L002629,B00600,2025-02,13282.11,13168.47,0,on_time,188350.59,0,auto_debit
RP0022149,L002629,B00600,2025-03,13282.11,13172.98,0,on_time,175068.48,1,auto_debit
RP0020094,L002629,B00600,2025-04,13282.11,13160.42,20,late_1_29,161786.37,1,auto_debit
RP0017895,L002629,B00600,2025-05,13282.11,13096.3,0,on_time,148504.26,1,ACH
RP0015570,L002629,B00600,2025-06,13282.11,13096.38,0,on_time,135222.15,1,ACH
RP0013121,L002629,B00600,2025-07,13282.11,13276.74,0,on_time,121940.04,1,auto_debit
RP0010639,L002629,B00600,2025-08,13282.11,13527.2,0,on_time,108657.92,1,ACH
RP0008130,L002629,B00600,2025-09,13282.11,13617.87,0,on_time,95375.81,1,wire
RP0005605,L002629,B00600,2025-10,13282.11,13406.66,0,on_time,82093.7,1,auto_debit
RP0003063,L002629,B00600,2025-11,13282.11,13039.97,0,on_time,68811.59,0,auto_debit
RP0000515,L002629,B00600,2025-12,13282.11,13385.03,0,on_time,55529.48,0,auto_debit
RP0041070,L002640,B00531,2024-01,21124.93,21128.08,0,on_time,441653.42,1,auto_debit
RP0040759,L002640,B00531,2024-02,21124.93,21691.17,0,on_time,420528.5,1,auto_debit
RP0040436,L002640,B00531,2024-03,21124.93,21107.74,2,on_time,399403.57,1,ACH
RP0040093,L002640,B00531,2024-04,21124.93,20721.75,0,on_time,378278.64,1,ACH
RP0039731,L002640,B00531,2024-05,21124.93,21574.76,0,on_time,357153.71,1,auto_debit
RP0039352,L002640,B00531,2024-06,21124.93,20984.46,0,on_time,336028.79,1,auto_debit
RP0038960,L002640,B00531,2024-07,21124.93,20919.99,2,on_time,314903.86,1,wire
RP0038120,L002640,B00531,2024-08,21124.93,21052.96,0,on_time,293778.93,1,auto_debit
RP0037223,L002640,B00531,2024-09,21124.93,21652.24,0,on_time,272654.01,1,auto_debit
RP0036233,L002640,B00531,2024-10,21124.93,20767.58,0,on_time,251529.08,1,auto_debit
RP0035111,L002640,B00531,2024-11,21124.93,20885.88,0,on_time,230404.15,1,wire
RP0033896,L002640,B00531,2024-12,21124.93,21508.83,0,on_time,209279.22,1,auto_debit
RP0031902,L002640,B00531,2025-01,21124.93,20869.93,0,on_time,188154.3,1,ACH
RP0029743,L002640,B00531,2025-02,21124.93,21330.58,0,on_time,167029.37,1,ACH
RP0027468,L002640,B00531,2025-03,21124.93,21563.97,0,on_time,145904.44,0,wire
RP0024907,L002640,B00531,2025-04,21124.93,21452.43,10,late_1_29,124779.51,1,wire
RP0022103,L002640,B00531,2025-05,21124.93,20933.6,0,on_time,103654.59,1,auto_debit
RP0018962,L002640,B00531,2025-06,21124.93,21481.72,2,on_time,82529.66,0,ACH
RP0015514,L002640,B00531,2025-07,21124.93,21073.22,0,on_time,61404.73,1,auto_debit
RP0026721,L002643,B00646,2024-01,2478.47,2413.65,0,on_time,69150.0,1,ACH
RP0025865,L002643,B00646,2024-02,2478.47,2513.04,10,late_1_29,66671.54,1,auto_debit
RP0024980,L002643,B00646,2024-03,2478.47,2531.0,0,on_time,64193.07,1,auto_debit
RP0024077,L002643,B00646,2024-04,2478.47,2489.79,0,on_time,61714.6,0,wire
RP0023150,L002643,B00646,2024-05,2478.47,2481.9,0,on_time,59236.14,1,ACH
RP0022181,L002643,B00646,2024-06,2478.47,2436.78,0,on_time,56757.67,1,auto_debit
RP0021171,L002643,B00646,2024-07,2478.47,2464.31,0,on_time,54279.2,0,auto_debit
RP0020127,L002643,B00646,2024-08,2478.47,214.02,2,on_time,51800.73,1,auto_debit
RP0019044,L002643,B00646,2024-09,2478.47,2490.0,0,on_time,49322.27,1,auto_debit
RP0017930,L002643,B00646,2024-10,2478.47,176.59,0,on_time,46843.8,1,wire
RP0016789,L002643,B00646,2024-11,2478.47,2471.94,0,on_time,44365.33,1,auto_debit
RP0015606,L002643,B00646,2024-12,2478.47,162.28,0,on_time,41886.87,1,auto_debit
RP0014388,L002643,B00646,2025-01,2478.47,2444.66,10,late_1_29,39408.4,1,ACH
RP0013158,L002643,B00646,2025-02,2478.47,2466.18,2,on_time,36929.93,1,auto_debit
RP0011920,L002643,B00646,2025-03,2478.47,2522.48,0,on_time,34451.47,0,auto_debit
RP0010677,L002643,B00646,2025-04,2478.47,2438.58,10,late_1_29,31973.0,1,auto_debit
RP0009425,L002643,B00646,2025-05,2478.47,2453.4,0,on_time,29494.53,1,auto_debit
RP0008168,L002643,B00646,2025-06,2478.47,2504.21,0,on_time,27016.07,1,ACH
RP0006908,L002643,B00646,2025-07,2478.47,2430.69,0,on_time,24537.6,1,ACH
RP0005643,L002643,B00646,2025-08,2478.47,566.25,0,on_time,22059.13,1,wire
RP0004372,L002643,B00646,2025-09,2478.47,2450.98,0,on_time,19580.67,1,auto_debit
RP0003101,L002643,B00646,2025-10,2478.47,2441.46,0,on_time,17102.2,1,auto_debit
RP0001829,L002643,B00646,2025-11,2478.47,2446.94,20,late_1_29,14623.73,1,auto_debit
RP0000554,L002643,B00646,2025-12,2478.47,2523.81,20,late_1_29,12145.26,0,online_portal
RP0016217,L002644,B01409,2024-12,7148.66,7085.77,0,on_time,147490.36,1,ACH
RP0015006,L002644,B01409,2025-01,7148.66,7153.42,0,on_time,140341.7,1,auto_debit
RP0013780,L002644,B01409,2025-02,7148.66,7017.68,0,on_time,133193.04,1,wire
RP0012545,L002644,B01409,2025-03,7148.66,7090.12,0,on_time,126044.38,1,auto_debit
RP0011304,L002644,B01409,2025-04,7148.66,7177.19,0,on_time,118895.72,1,auto_debit
RP0010057,L002644,B01409,2025-05,7148.66,5311.17,0,on_time,111747.06,0,ACH
RP0008803,L002644,B01409,2025-06,7148.66,7309.42,0,on_time,104598.4,1,auto_debit
RP0007544,L002644,B01409,2025-07,7148.66,7243.63,0,on_time,97449.74,0,auto_debit
RP0006280,L002644,B01409,2025-08,7148.66,6575.39,0,on_time,90301.08,0,auto_debit
RP0005013,L002644,B01409,2025-09,7148.66,7130.85,0,on_time,83152.42,1,auto_debit
RP0003742,L002644,B01409,2025-10,7148.66,7175.54,2,on_time,76003.76,1,ACH
RP0002470,L002644,B01409,2025-11,7148.66,1887.39,0,on_time,68855.1,1,auto_debit
RP0001196,L002644,B01409,2025-12,7148.66,7215.63,2,on_time,61706.44,1,branch
RP0018887,L002705,B00428,2024-01,7588.24,7568.18,2,on_time,155498.23,1,auto_debit
RP0017768,L002705,B00428,2024-02,7588.24,7535.4,2,on_time,147909.99,0,wire
RP0016622,L002705,B00428,2024-03,7588.24,7571.71,30,late_30_59,140321.74,1,auto_debit
RP0015430,L002705,B00428,2024-04,7588.24,7704.23,2,on_time,132733.5,1,wire
RP0014209,L002705,B00428,2024-05,7588.24,7481.5,2,on_time,125145.26,0,ACH
RP0012979,L002705,B00428,2024-06,7588.24,5564.49,0,on_time,117557.02,0,auto_debit
RP0011740,L002705,B00428,2024-07,7588.24,7632.21,0,on_time,109968.77,1,auto_debit
RP0010494,L002705,B00428,2024-08,7588.24,7647.38,10,late_1_29,102380.53,1,auto_debit
RP0009242,L002705,B00428,2024-09,7588.24,7702.47,10,late_1_29,94792.29,0,auto_debit
RP0007985,L002705,B00428,2024-10,7588.24,7517.43,0,on_time,87204.05,1,ACH
RP0006723,L002705,B00428,2024-11,7588.24,6767.17,0,on_time,79615.8,1,auto_debit
RP0005457,L002705,B00428,2024-12,7588.24,3800.64,0,on_time,72027.56,1,auto_debit
RP0004186,L002705,B00428,2025-01,7588.24,7479.27,20,late_1_29,64439.32,1,ACH
RP0002914,L002705,B00428,2025-02,7588.24,7715.33,0,on_time,56851.08,1,auto_debit
RP0001641,L002705,B00428,2025-03,7588.24,7725.88,10,late_1_29,49262.83,1,ACH
RP0000366,L002705,B00428,2025-04,7588.24,7637.71,0,on_time,41674.59,1,ACH
RP0008403,L002706,B00926,2024-01,12472.69,12730.19,0,on_time,196937.69,1,ACH
RP0007143,L002706,B00926,2024-02,12472.69,12669.62,2,on_time,184465.0,1,ACH
RP0005878,L002706,B00926,2024-03,12472.69,12424.86,0,on_time,171992.31,1,auto_debit
RP0004609,L002706,B00926,2024-04,12472.69,12402.58,0,on_time,159519.61,1,ACH
RP0003338,L002706,B00926,2024-05,12472.69,12574.44,2,on_time,147046.92,1,auto_debit
RP0002066,L002706,B00926,2024-06,12472.69,12720.19,0,on_time,134574.23,1,ACH
RP0000792,L002706,B00926,2024-07,12472.69,12289.01,0,on_time,122101.54,1,ACH
RP0026563,L002737,B00364,2024-01,27410.69,24127.66,0,on_time,769490.4,1,auto_debit
RP0025700,L002737,B00364,2024-02,27410.69,27725.71,0,on_time,742079.72,1,auto_debit
RP0024813,L002737,B00364,2024-03,27410.69,28091.31,0,on_time,714669.03,0,auto_debit
RP0023906,L002737,B00364,2024-04,27410.69,28036.8,0,on_time,687258.35,1,auto_debit
RP0022976,L002737,B00364,2024-05,27410.69,27459.47,0,on_time,659847.66,1,ACH
RP0021997,L002737,B00364,2024-06,27410.69,27144.34,0,on_time,632436.97,0,ACH
RP0020981,L002737,B00364,2024-07,27410.69,27492.17,0,on_time,605026.29,1,ACH
RP0019927,L002737,B00364,2024-08,27410.69,27584.76,0,on_time,577615.6,0,auto_debit
RP0018838,L002737,B00364,2024-09,27410.69,28148.15,10,late_1_29,550204.92,1,auto_debit
RP0017718,L002737,B00364,2024-10,27410.69,27340.39,0,on_time,522794.23,1,ACH
RP0016571,L002737,B00364,2024-11,27410.69,27786.99,10,late_1_29,495383.54,1,ACH
RP0015378,L002737,B00364,2024-12,27410.69,14175.03,10,late_1_29,467972.86,1,branch
RP0014155,L002737,B00364,2025-01,27410.69,26892.04,0,on_time,440562.17,1,auto_debit
RP0012924,L002737,B00364,2025-02,27410.69,27287.86,0,on_time,413151.49,1,ACH
RP0011685,L002737,B00364,2025-03,27410.69,14951.99,20,late_1_29,385740.8,1,auto_debit
RP0010439,L002737,B00364,2025-04,27410.69,10533.97,10,late_1_29,358330.11,1,auto_debit
RP0009187,L002737,B00364,2025-05,27410.69,27722.78,0,on_time,330919.43,1,auto_debit
RP0007930,L002737,B00364,2025-06,27410.69,27192.05,0,on_time,303508.74,1,wire
RP0006668,L002737,B00364,2025-07,27410.69,27944.23,2,on_time,276098.06,0,ACH
RP0005401,L002737,B00364,2025-08,27410.69,19881.38,20,late_1_29,248687.37,0,wire
RP0004130,L002737,B00364,2025-09,27410.69,27740.26,10,late_1_29,221276.68,1,auto_debit
RP0002858,L002737,B00364,2025-10,27410.69,27449.46,0,on_time,193866.0,1,ACH
RP0001585,L002737,B00364,2025-11,27410.69,7377.55,0,on_time,166455.31,1,auto_debit
RP0000310,L002737,B00364,2025-12,27410.69,27529.22,30,late_30_59,139044.63,1,auto_debit
RP0022547,L002758,B01198,2024-01,20473.51,20790.19,0,on_time,428259.69,0,wire
RP0021554,L002758,B01198,2024-02,20473.51,20177.4,2,on_time,407786.19,1,wire
RP0020522,L002758,B01198,2024-03,20473.51,20974.26,0,on_time,387312.68,1,auto_debit
RP0019453,L002758,B01198,2024-04,20473.51,20922.52,0,on_time,366839.18,1,ACH
RP0018352,L002758,B01198,2024-05,20473.51,20668.49,2,on_time,346365.67,1,wire
RP0017221,L002758,B01198,2024-06,20473.51,20405.94,2,on_time,325892.17,1,ACH
RP0016056,L002758,B01198,2024-07,20473.51,18275.12,0,on_time,305418.66,0,ACH
RP0014843,L002758,B01198,2024-08,20473.51,21072.98,0,on_time,284945.15,0,ACH
RP0013614,L002758,B01198,2024-09,20473.51,20955.61,0,on_time,264471.65,1,ACH
RP0012378,L002758,B01198,2024-10,20473.51,20643.13,0,on_time,243998.14,0,auto_debit
RP0011136,L002758,B01198,2024-11,20473.51,20945.12,0,on_time,223524.64,0,auto_debit
RP0009887,L002758,B01198,2024-12,20473.51,20451.06,10,late_1_29,203051.13,1,auto_debit
RP0008633,L002758,B01198,2025-01,20473.51,20779.61,2,on_time,182577.63,1,auto_debit
RP0007373,L002758,B01198,2025-02,20473.51,20385.1,0,on_time,162104.12,1,auto_debit
RP0006108,L002758,B01198,2025-03,20473.51,20499.13,0,on_time,141630.62,1,auto_debit
RP0004841,L002758,B01198,2025-04,20473.51,20584.73,0,on_time,121157.11,1,auto_debit
RP0003570,L002758,B01198,2025-05,20473.51,20655.93,0,on_time,100683.6,1,ACH
RP0002298,L002758,B01198,2025-06,20473.51,20574.58,0,on_time,80210.1,1,auto_debit
RP0001024,L002758,B01198,2025-07,20473.51,21022.68,2,on_time,59736.59,1,auto_debit
RP0010976,L002772,B01003,2024-01,1508.81,1507.1,0,on_time,23952.49,0,wire
RP0009725,L002772,B01003,2024-02,1508.81,1537.97,2,on_time,22443.68,1,ACH
RP0008469,L002772,B01003,2024-03,1508.81,1498.31,2,on_time,20934.87,0,ACH
RP0007209,L002772,B01003,2024-04,1508.81,1513.09,2,on_time,19426.05,1,ACH
RP0005944,L002772,B01003,2024-05,1508.81,1499.34,0,on_time,17917.24,1,auto_debit
RP0004675,L002772,B01003,2024-06,1508.81,1520.31,0,on_time,16408.43,1,auto_debit
RP0003404,L002772,B01003,2024-07,1508.81,1514.84,0,on_time,14899.62,1,ACH
RP0002132,L002772,B01003,2024-08,1508.81,1520.19,0,on_time,13390.81,1,ACH
RP0000858,L002772,B01003,2024-09,1508.81,1495.59,0,on_time,11882.0,0,wire
RP0022096,L002784,B00518,2024-06,72755.52,74540.55,0,on_time,1127244.48,1,auto_debit
RP0021084,L002784,B00518,2024-07,72755.52,71319.64,0,on_time,1054488.97,1,auto_debit
RP0020035,L002784,B00518,2024-08,72755.52,74419.63,0,on_time,981733.45,1,ACH
RP0018951,L002784,B00518,2024-09,72755.52,73180.89,0,on_time,908977.93,1,auto_debit
RP0017832,L002784,B00518,2024-10,72755.52,73658.94,0,on_time,836222.41,1,auto_debit
RP0016688,L002784,B00518,2024-11,72755.52,72809.29,0,on_time,763466.9,0,auto_debit
RP0015501,L002784,B00518,2024-12,72755.52,72366.54,0,on_time,690711.38,1,ACH
RP0014282,L002784,B00518,2025-01,72755.52,74911.47,0,on_time,617955.86,1,auto_debit
RP0013052,L002784,B00518,2025-02,72755.52,72087.73,20,late_1_29,545200.35,1,auto_debit
RP0011814,L002784,B00518,2025-03,72755.52,14182.11,0,on_time,472444.83,1,auto_debit
RP0010569,L002784,B00518,2025-04,72755.52,71849.67,0,on_time,399689.31,1,auto_debit
RP0009317,L002784,B00518,2025-05,72755.52,71707.47,2,on_time,326933.8,1,ACH
RP0008060,L002784,B00518,2025-06,72755.52,74594.95,2,on_time,254178.28,1,branch
RP0006799,L002784,B00518,2025-07,72755.52,71366.44,0,on_time,181422.76,1,auto_debit
RP0005533,L002784,B00518,2025-08,72755.52,71825.55,2,on_time,108667.24,1,auto_debit
RP0004262,L002784,B00518,2025-09,72755.52,71488.5,0,on_time,35911.73,1,auto_debit
RP0002990,L002784,B00518,2025-10,72755.52,73493.52,2,on_time,0.0,1,wire
RP0001717,L002784,B00518,2025-11,72755.52,61611.15,0,on_time,0.0,1,auto_debit
RP0000442,L002784,B00518,2025-12,72755.52,53144.01,0,on_time,0.0,1,wire
RP0033695,L001735,B00052,2024-10,4074.1,4135.0,0,on_time,47583.52,1,ACH
RP0031682,L001735,B00052,2024-11,4074.1,4157.21,0,on_time,43509.42,1,auto_debit
RP0029509,L001735,B00052,2024-12,4074.1,4166.82,2,on_time,39435.33,1,ACH
RP0027221,L001735,B00052,2025-01,4074.1,4116.99,2,on_time,35361.23,0,auto_debit
RP0024621,L001735,B00052,2025-02,4074.1,4013.93,10,late_1_29,31287.13,0,auto_debit
RP0026685,L001787,B00590,2024-01,57853.84,59055.16,0,on_time,1142146.16,0,auto_debit
RP0025828,L001787,B00590,2024-02,57853.84,58750.32,2,on_time,1084292.31,1,ACH
RP0024942,L001787,B00590,2024-03,57853.84,58215.75,0,on_time,1026438.47,0,auto_debit
RP0024039,L001787,B00590,2024-04,57853.84,59055.28,0,on_time,968584.63,0,ACH
RP0023112,L001787,B00590,2024-05,57853.84,57128.35,0,on_time,910730.79,1,auto_debit
RP0022141,L001787,B00590,2024-06,57853.84,57881.37,0,on_time,852876.94,1,auto_debit
RP0021130,L001787,B00590,2024-07,57853.84,17169.0,0,on_time,795023.1,1,ACH
RP0020086,L001787,B00590,2024-08,57853.84,57045.82,0,on_time,737169.26,1,auto_debit
RP0019002,L001787,B00590,2024-09,57853.84,58546.3,0,on_time,679315.42,0,ACH
RP0017886,L001787,B00590,2024-10,57853.84,58185.35,0,on_time,621461.57,1,auto_debit
RP0016745,L001787,B00590,2024-11,57853.84,58139.82,0,on_time,563607.73,1,wire
RP0015561,L001787,B00590,2024-12,57853.84,58776.03,0,on_time,505753.89,1,auto_debit
RP0014342,L001787,B00590,2025-01,57853.84,58172.72,0,on_time,447900.05,1,auto_debit
RP0013112,L001787,B00590,2025-02,57853.84,56736.31,0,on_time,390046.2,1,auto_debit
RP0011874,L001787,B00590,2025-03,57853.84,34566.12,0,on_time,332192.36,0,auto_debit
RP0010630,L001787,B00590,2025-04,57853.84,22898.65,0,on_time,274338.52,0,ACH
RP0009378,L001787,B00590,2025-05,57853.84,57590.04,0,on_time,216484.68,1,ACH
RP0008121,L001787,B00590,2025-06,57853.84,57413.32,0,on_time,158630.83,1,ACH
RP0006861,L001787,B00590,2025-07,57853.84,57894.78,0,on_time,100776.99,1,auto_debit
RP0005596,L001787,B00590,2025-08,57853.84,57131.72,2,on_time,42923.15,1,ACH
RP0004325,L001787,B00590,2025-09,57853.84,58940.43,0,on_time,0.0,1,auto_debit
RP0003054,L001787,B00590,2025-10,57853.84,59341.94,0,on_time,0.0,1,auto_debit
RP0001781,L001787,B00590,2025-11,57853.84,57665.83,0,on_time,0.0,1,ACH
RP0000506,L001787,B00590,2025-12,57853.84,59002.17,0,on_time,0.0,1,wire
RP0029400,L001788,B01329,2024-11,15076.81,8372.66,0,on_time,314908.53,1,auto_debit
RP0028647,L001788,B01329,2024-12,15076.81,14930.21,2,on_time,299831.72,1,wire
RP0027884,L001788,B01329,2025-01,15076.81,15039.91,0,on_time,284754.91,1,auto_debit
RP0027109,L001788,B01329,2025-02,15076.81,10638.18,0,on_time,269678.1,1,auto_debit
RP0026265,L001788,B01329,2025-03,15076.81,15522.41,0,on_time,254601.29,1,branch
RP0025385,L001788,B01329,2025-04,15076.81,15215.12,0,on_time,239524.48,1,auto_debit
RP0024494,L001788,B01329,2025-05,15076.81,15222.11,0,on_time,224447.67,0,wire
RP0023577,L001788,B01329,2025-06,15076.81,14956.65,0,on_time,209370.87,1,auto_debit
RP0022628,L001788,B01329,2025-07,15076.81,14960.63,0,on_time,194294.06,1,auto_debit
RP0021638,L001788,B01329,2025-08,15076.81,15361.82,0,on_time,179217.25,0,ACH
RP0020607,L001788,B01329,2025-09,15076.81,9580.87,0,on_time,164140.44,1,auto_debit
RP0019543,L001788,B01329,2025-10,15076.81,15424.99,0,on_time,149063.63,1,auto_debit
RP0018444,L001788,B01329,2025-11,15076.81,15405.34,0,on_time,133986.82,0,auto_debit
RP0017317,L001788,B01329,2025-12,15076.81,14954.48,0,on_time,118910.01,1,auto_debit
RP0031956,L001818,B00645,2024-08,14597.48,14613.26,0,on_time,305990.25,1,ACH
RP0031257,L001818,B00645,2024-09,14597.48,15003.64,0,on_time,291392.78,0,auto_debit
RP0030537,L001818,B00645,2024-10,14597.48,14439.87,10,late_1_29,276795.3,1,auto_debit
RP0029800,L001818,B00645,2024-11,14597.48,14511.81,0,on_time,262197.83,1,wire
RP0028297,L001818,B00645,2024-12,14597.48,14786.59,0,on_time,247600.35,1,auto_debit
RP0026720,L001818,B00645,2025-01,14597.48,11134.34,0,on_time,233002.88,1,wire
RP0024979,L001818,B00645,2025-02,14597.48,14445.64,0,on_time,218405.4,1,auto_debit
RP0023149,L001818,B00645,2025-03,14597.48,14747.87,0,on_time,203807.93,1,auto_debit
RP0021170,L001818,B00645,2025-04,14597.48,14927.12,2,on_time,189210.45,1,branch
RP0019043,L001818,B00645,2025-05,14597.48,14574.91,0,on_time,174612.98,1,auto_debit
RP0016788,L001818,B00645,2025-06,14597.48,14758.05,0,on_time,160015.5,1,auto_debit
RP0014387,L001818,B00645,2025-07,14597.48,14431.95,0,on_time,145418.03,1,auto_debit
RP0011919,L001818,B00645,2025-08,14597.48,14679.8,20,late_1_29,130820.55,0,wire
RP0009424,L001818,B00645,2025-09,14597.48,14562.55,10,late_1_29,116223.08,1,wire
RP0006907,L001818,B00645,2025-10,14597.48,14804.78,0,on_time,101625.6,1,ACH
RP0004371,L001818,B00645,2025-11,14597.48,14600.82,0,on_time,87028.12,0,auto_debit
RP0001828,L001818,B00645,2025-12,14597.48,14736.77,0,on_time,72430.65,0,ACH
RP0020148,L001852,B00673,2024-08,6310.4,6413.68,0,on_time,135478.57,1,auto_debit
RP0019065,L001852,B00673,2024-09,6310.4,6193.78,0,on_time,129168.17,1,ACH
RP0017952,L001852,B00673,2024-10,6310.4,6218.96,10,late_1_29,122857.77,1,auto_debit
RP0016812,L001852,B00673,2024-11,6310.4,6486.39,0,on_time,116547.37,1,auto_debit
RP0015630,L001852,B00673,2024-12,6310.4,6423.96,2,on_time,110236.96,1,auto_debit
RP0014412,L001852,B00673,2025-01,6310.4,6380.0,0,on_time,103926.56,1,ACH
RP0013182,L001852,B00673,2025-02,6310.4,6471.94,2,on_time,97616.16,1,auto_debit
RP0011944,L001852,B00673,2025-03,6310.4,6372.65,0,on_time,91305.76,1,auto_debit
RP0010701,L001852,B00673,2025-04,6310.4,6443.04,2,on_time,84995.36,1,ACH
RP0009449,L001852,B00673,2025-05,6310.4,6260.17,0,on_time,78684.96,1,auto_debit
RP0008192,L001852,B00673,2025-06,6310.4,6364.67,0,on_time,72374.56,1,auto_debit
RP0006932,L001852,B00673,2025-07,6310.4,6337.02,0,on_time,66064.16,1,auto_debit
RP0005667,L001852,B00673,2025-08,6310.4,6324.76,0,on_time,59753.76,1,wire
RP0004396,L001852,B00673,2025-09,6310.4,6464.57,20,late_1_29,53443.35,0,auto_debit
RP0003125,L001852,B00673,2025-10,6310.4,6349.62,0,on_time,47132.95,1,auto_debit
RP0001853,L001852,B00673,2025-11,6310.4,6407.23,0,on_time,40822.55,0,ACH
RP0000578,L001852,B00673,2025-12,6310.4,6371.12,0,on_time,34512.15,1,wire
RP0034950,L001886,B00099,2024-06,54239.92,53700.96,0,on_time,1145760.08,1,auto_debit
RP0034348,L001886,B00099,2024-07,54239.92,54847.08,0,on_time,1091520.16,1,ACH
RP0033722,L001886,B00099,2024-08,54239.92,55049.56,0,on_time,1037280.25,0,auto_debit
RP0032400,L001886,B00099,2024-09,54239.92,53681.75,0,on_time,983040.33,1,auto_debit
RP0031006,L001886,B00099,2024-10,54239.92,53423.09,0,on_time,928800.41,1,ACH
RP0029539,L001886,B00099,2024-11,54239.92,54209.34,0,on_time,874560.49,1,auto_debit
RP0028023,L001886,B00099,2024-12,54239.92,53322.49,0,on_time,820320.58,1,auto_debit
RP0026412,L001886,B00099,2025-01,54239.92,55326.83,0,on_time,766080.66,1,wire
RP0024653,L001886,B00099,2025-02,54239.92,55063.14,0,on_time,711840.74,1,auto_debit
RP0022802,L001886,B00099,2025-03,54239.92,54410.65,0,on_time,657600.82,1,ACH
RP0020801,L001886,B00099,2025-04,54239.92,53494.12,0,on_time,603360.91,1,auto_debit
RP0018648,L001886,B00099,2025-05,54239.92,55258.14,0,on_time,549120.99,1,ACH
RP0016369,L001886,B00099,2025-06,54239.92,54442.0,0,on_time,494881.07,1,ACH
RP0013939,L001886,B00099,2025-07,54239.92,54517.58,2,on_time,440641.15,1,ACH
RP0011466,L001886,B00099,2025-08,54239.92,4819.93,0,on_time,386401.23,0,ACH
RP0008966,L001886,B00099,2025-09,54239.92,55054.97,20,late_1_29,332161.32,1,ACH
RP0006443,L001886,B00099,2025-10,54239.92,55494.77,0,on_time,277921.4,1,auto_debit
RP0003905,L001886,B00099,2025-11,54239.92,53655.23,0,on_time,223681.48,1,auto_debit
RP0001360,L001886,B00099,2025-12,54239.92,53410.62,0,on_time,169441.56,1,auto_debit
RP0044625,L001911,B01153,2024-01,1997.53,2004.58,20,late_1_29,32220.54,1,auto_debit
RP0044215,L001911,B01153,2024-02,1997.53,2056.53,0,on_time,30223.0,1,ACH
RP0043747,L001911,B01153,2024-03,1997.53,2011.62,0,on_time,28225.47,1,wire
RP0043182,L001911,B01153,2024-04,1997.53,1987.91,2,on_time,26227.94,1,ACH
