payroll_id,business_id,payroll_month,employee_count,full_time_count,part_time_count,payroll_amount,avg_wage_estimate,overtime_hours_proxy,payroll_processor
PY0005067,B00567,2024-04,1,1,0,11625.8,11625.8,67.1,ADP
PY0005068,B00568,2024-04,2,2,0,10057.73,5028.87,34.3,Gusto
PY0005069,B00569,2024-04,16,13,3,45121.57,2820.1,10.7,manual
PY0005070,B00570,2024-04,8,5,3,36569.66,4571.21,29.6,ADP
PY0005071,B00571,2024-04,3,3,0,10110.41,3370.14,39.5,Paychex
PY0005072,B00572,2024-04,6,3,3,31838.98,5306.5,61.1,Gusto
PY0005073,B00573,2024-04,5,4,1,21902.94,4380.59,48.4,ADP
PY0005074,B00574,2024-04,9,5,4,35242.65,3915.85,70.1,ADP
PY0005075,B00575,2024-04,11,8,3,48865.31,4442.3,24.9,Paychex
PY0005076,B00576,2024-04,37,29,8,135073.3,3650.63,31.7,ADP
PY0005077,B00577,2024-04,5,3,2,38442.95,7688.59,39.1,Paychex
PY0005078,B00578,2024-04,13,7,6,68800.38,5292.34,68.5,ADP
PY0005079,B00579,2024-04,5,3,2,18367.77,3673.55,60.9,Paychex
PY0005080,B00580,2024-04,15,12,3,80467.78,5364.52,42.0,Gusto
PY0005081,B00581,2024-04,1,1,0,7059.42,7059.42,69.3,ADP
PY0005082,B00582,2024-04,10,7,3,31906.09,3190.61,14.7,Gusto
PY0005083,B00583,2024-04,4,2,2,22720.18,5680.05,36.2,Gusto
PY0005084,B00584,2024-04,8,7,1,28161.22,3520.15,73.5,Paychex
PY0005085,B00585,2024-04,4,3,1,12504.93,3126.23,73.1,Paychex
PY0005086,B00586,2024-04,4,3,1,16487.88,4121.97,66.8,ADP
PY0005087,B00587,2024-04,9,6,3,46520.93,5168.99,39.0,ADP
PY0005088,B00588,2024-04,6,5,1,34129.04,5688.17,59.9,ADP
PY0005089,B00589,2024-04,7,4,3,28959.15,4137.02,38.9,Gusto
PY0005090,B00590,2024-04,19,15,4,112872.35,5940.65,26.7,ADP
PY0005091,B00591,2024-04,8,6,2,31987.41,3998.43,13.2,Paychex
PY0005092,B00592,2024-04,9,7,2,29076.92,3230.77,46.8,Gusto
PY0005093,B00593,2024-04,4,3,1,17606.25,4401.56,56.7,ADP
PY0005094,B00594,2024-04,4,2,2,16135.28,4033.82,0.4,ADP
PY0005095,B00595,2024-04,4,3,1,31636.01,7909.0,46.8,ADP
PY0005096,B00596,2024-04,4,2,2,14490.66,3622.67,6.1,Paychex
PY0005097,B00597,2024-04,10,6,4,33136.04,3313.6,57.6,Paychex
PY0005098,B00598,2024-04,1,1,0,7840.96,7840.96,65.4,Gusto
PY0005099,B00599,2024-04,3,2,1,20738.69,6912.9,74.2,QuickBooks
PY0005100,B00600,2024-04,3,2,1,28878.46,9626.15,32.4,ADP
PY0005101,B00601,2024-04,5,4,1,26784.85,5356.97,25.6,ADP
PY0005102,B00602,2024-04,2,2,0,11251.23,5625.62,8.3,ADP
PY0005103,B00603,2024-04,32,20,12,95542.81,2985.71,58.6,Gusto
PY0005104,B00604,2024-04,6,4,2,28849.24,4808.21,54.3,Paychex
PY0005105,B00605,2024-04,3,2,1,15673.45,5224.48,5.5,QuickBooks
PY0005106,B00606,2024-04,6,5,1,18959.7,3159.95,58.2,Gusto
PY0005107,B00607,2024-04,4,3,1,37974.84,9493.71,75.9,Gusto
PY0005108,B00608,2024-04,5,3,2,18052.26,3610.45,14.3,Paychex
PY0005109,B00609,2024-04,3,2,1,17884.27,5961.42,72.4,Paychex
PY0005110,B00610,2024-04,25,21,4,102753.74,4110.15,52.4,Paychex
PY0005111,B00611,2024-04,50,37,13,179278.51,3585.57,51.1,ADP
PY0005112,B00612,2024-04,1,1,0,15174.47,15174.47,60.4,Paychex
PY0005113,B00613,2024-04,3,3,0,12713.37,4237.79,17.4,ADP
PY0005114,B00614,2024-04,42,23,19,175299.77,4173.8,22.2,Paychex
PY0005115,B00615,2024-04,1,1,0,12005.37,12005.37,9.8,ADP
PY0005116,B00616,2024-04,15,9,6,61971.42,4131.43,64.4,manual
PY0005117,B00617,2024-04,8,6,2,40423.77,5052.97,16.8,Paychex
PY0005118,B00618,2024-04,6,5,1,24035.49,4005.92,6.2,QuickBooks
PY0005119,B00619,2024-04,1,1,0,15033.01,15033.01,26.2,Gusto
PY0005120,B00620,2024-04,20,16,4,108809.73,5440.49,2.5,ADP
PY0005121,B00621,2024-04,32,26,6,141471.35,4420.98,55.4,ADP
PY0005122,B00622,2024-04,10,8,2,26980.5,2698.05,15.4,ADP
PY0005123,B00623,2024-04,10,7,3,64088.98,6408.9,7.6,ADP
PY0005124,B00624,2024-04,12,7,5,45435.05,3786.25,23.6,QuickBooks
PY0005125,B00625,2024-04,1,1,0,13514.99,13514.99,72.7,Paychex
PY0005126,B00626,2024-04,4,2,2,25419.17,6354.79,8.4,QuickBooks
PY0005127,B00627,2024-04,7,5,2,44489.63,6355.66,57.1,Gusto
PY0005128,B00628,2024-04,2,1,1,7372.81,3686.41,13.7,Paychex
PY0005129,B00629,2024-04,3,2,1,11283.25,3761.08,27.0,Paychex
PY0005130,B00630,2024-04,32,23,9,159390.73,4980.96,43.6,ADP
PY0005131,B00631,2024-04,5,3,2,15471.28,3094.26,74.2,ADP
PY0005132,B00632,2024-04,16,13,3,84967.7,5310.48,15.0,Gusto
PY0005133,B00633,2024-04,8,6,2,40194.88,5024.36,32.8,ADP
PY0005134,B00634,2024-04,16,12,4,75983.72,4748.98,17.8,QuickBooks
PY0005135,B00635,2024-04,20,16,4,99235.88,4961.79,5.4,ADP
PY0005136,B00636,2024-04,2,2,0,13208.19,6604.1,44.0,Paychex
PY0005137,B00637,2024-04,5,3,2,24909.6,4981.92,14.2,ADP
PY0005138,B00638,2024-04,5,3,2,14134.83,2826.97,0.1,QuickBooks
PY0005139,B00639,2024-04,1,1,0,9547.15,9547.15,2.8,Gusto
PY0005140,B00640,2024-04,2,1,1,25302.83,12651.42,26.4,QuickBooks
PY0005141,B00641,2024-04,14,10,4,56274.41,4019.6,68.9,Paychex
PY0005142,B00642,2024-04,44,31,13,169829.27,3859.76,28.9,Paychex
PY0005143,B00643,2024-04,11,9,2,74401.83,6763.8,24.3,QuickBooks
PY0005144,B00644,2024-04,4,3,1,18466.6,4616.65,73.7,QuickBooks
PY0005145,B00645,2024-04,5,4,1,14271.82,2854.36,66.2,Gusto
PY0005146,B00646,2024-04,3,2,1,16082.8,5360.93,19.0,Paychex
PY0005147,B00647,2024-04,11,8,3,54548.58,4958.96,35.6,QuickBooks
PY0005148,B00648,2024-04,2,1,1,12492.36,6246.18,0.2,ADP
PY0005149,B00649,2024-04,3,2,1,22024.62,7341.54,18.6,Paychex
PY0005150,B00650,2024-04,3,2,1,10146.35,3382.12,43.8,QuickBooks
PY0005151,B00651,2024-04,13,9,4,71112.76,5470.21,6.8,QuickBooks
PY0005152,B00652,2024-04,2,1,1,16826.2,8413.1,16.2,ADP
PY0005153,B00653,2024-04,4,3,1,12573.92,3143.48,26.2,ADP
PY0005154,B00654,2024-04,2,1,1,17346.36,8673.18,67.2,QuickBooks
PY0005155,B00655,2024-04,18,12,6,110135.53,6118.64,12.5,QuickBooks
PY0005156,B00656,2024-04,1,1,0,16439.15,16439.15,39.8,Gusto
PY0005157,B00657,2024-04,4,2,2,28684.14,7171.04,6.6,Paychex
PY0005158,B00658,2024-04,10,6,4,51920.46,5192.05,49.7,manual
PY0005159,B00659,2024-04,7,4,3,31825.13,4546.45,36.1,Gusto
PY0005160,B00660,2024-04,4,3,1,28690.32,7172.58,26.0,manual
PY0005161,B00661,2024-04,4,3,1,15524.26,3881.07,79.8,ADP
PY0005162,B00662,2024-04,3,3,0,8601.26,2867.09,17.9,Paychex
PY0005163,B00663,2024-04,21,14,7,92132.6,4387.27,70.5,Paychex
PY0005164,B00664,2024-04,4,3,1,15553.4,3888.35,15.6,manual
PY0005165,B00665,2024-04,22,14,8,86634.25,3937.92,39.5,Paychex
PY0005166,B00666,2024-04,3,2,1,18770.12,6256.71,55.7,Paychex
PY0005167,B00667,2024-04,2,1,1,16112.0,8056.0,20.9,Gusto
PY0005168,B00668,2024-04,2,2,0,18680.74,9340.37,56.8,Gusto
PY0005169,B00669,2024-04,7,5,2,32129.78,4589.97,52.2,ADP
PY0005170,B00670,2024-04,40,29,11,149763.84,3744.1,11.8,Gusto
PY0005171,B00671,2024-04,10,8,2,27215.93,2721.59,4.8,Gusto
PY0005172,B00672,2024-04,1,1,0,14582.11,14582.11,52.4,Paychex
PY0005173,B00673,2024-04,5,4,1,19173.59,3834.72,26.4,ADP
PY0005174,B00674,2024-04,3,2,1,11505.03,3835.01,21.7,ADP
PY0005175,B00675,2024-04,12,9,3,47031.86,3919.32,76.1,Gusto
PY0005176,B00676,2024-04,3,2,1,22200.6,7400.2,67.8,manual
PY0005177,B00677,2024-04,1,1,0,12752.94,12752.94,79.9,ADP
PY0005178,B00678,2024-04,11,7,4,69716.06,6337.82,46.0,Gusto
PY0005179,B00679,2024-04,6,4,2,31542.04,5257.01,2.5,ADP
PY0005180,B00680,2024-04,7,4,3,53538.51,7648.36,0.6,ADP
PY0005181,B00681,2024-04,3,2,1,26686.14,8895.38,48.2,Gusto
PY0005182,B00682,2024-04,10,8,2,55092.7,5509.27,6.1,Gusto
PY0005183,B00683,2024-04,12,8,4,49024.15,4085.35,11.4,Gusto
PY0005184,B00684,2024-04,6,5,1,18955.14,3159.19,47.6,manual
PY0005185,B00685,2024-04,26,21,5,137973.94,5306.69,17.7,ADP
PY0005186,B00686,2024-04,10,8,2,27917.37,2791.74,48.6,Paychex
PY0005187,B00687,2024-04,3,2,1,12275.84,4091.95,46.7,Paychex
PY0005188,B00688,2024-04,3,2,1,30895.06,10298.35,51.5,Paychex
PY0005189,B00689,2024-04,2,2,0,12871.1,6435.55,72.8,ADP
PY0005190,B00690,2024-04,23,14,9,121109.21,5265.62,50.7,Gusto
PY0005191,B00691,2024-04,3,2,1,16632.57,5544.19,19.8,ADP
PY0005192,B00692,2024-04,2,1,1,7182.02,3591.01,63.9,ADP
PY0005193,B00693,2024-04,1,1,0,12812.72,12812.72,55.0,Paychex
PY0005194,B00694,2024-04,5,4,1,31727.91,6345.58,45.6,Paychex
PY0005195,B00695,2024-04,26,17,9,136272.0,5241.23,52.3,QuickBooks
PY0005196,B00696,2024-04,22,17,5,97483.66,4431.08,8.9,QuickBooks
PY0005197,B00697,2024-04,6,3,3,23159.71,3859.95,5.5,Gusto
PY0005198,B00698,2024-04,3,2,1,12677.4,4225.8,22.3,manual
PY0005199,B00699,2024-04,14,10,4,59114.85,4222.49,78.5,Paychex
PY0005200,B00700,2024-04,5,3,2,13132.4,2626.48,3.4,Paychex
PY0005201,B00701,2024-04,4,3,1,24083.54,6020.89,37.1,ADP
PY0005202,B00702,2024-04,4,3,1,9847.37,2461.84,79.8,ADP
PY0005203,B00703,2024-04,7,6,1,33435.36,4776.48,37.7,Gusto
PY0005204,B00704,2024-04,12,8,4,50901.55,4241.8,71.8,Paychex
PY0005205,B00705,2024-04,5,4,1,32579.26,6515.85,55.6,ADP
PY0005206,B00706,2024-04,26,16,10,121069.83,4656.53,20.3,Gusto
PY0005207,B00707,2024-04,20,14,6,89501.33,4475.07,39.5,Paychex
PY0005208,B00708,2024-04,16,13,3,57714.46,3607.15,60.6,ADP
PY0005209,B00709,2024-04,3,2,1,17686.31,5895.44,53.1,QuickBooks
PY0005210,B00710,2024-04,10,7,3,41413.45,4141.34,78.0,Gusto
PY0005211,B00711,2024-04,4,2,2,20369.6,5092.4,42.6,QuickBooks
PY0005212,B00712,2024-04,20,12,8,133348.12,6667.41,14.7,Gusto
PY0005213,B00713,2024-04,3,2,1,18004.02,6001.34,31.3,manual
PY0005214,B00714,2024-04,49,29,20,263100.27,5369.39,16.2,ADP
PY0005215,B00715,2024-04,13,10,3,59622.99,4586.38,0.7,Gusto
PY0005216,B00716,2024-04,12,10,2,57779.98,4815.0,28.0,QuickBooks
PY0005217,B00717,2024-04,3,2,1,13196.94,4398.98,20.2,Paychex
PY0005218,B00718,2024-04,8,5,3,32365.95,4045.74,31.3,ADP
PY0005219,B00719,2024-04,5,3,2,17916.84,3583.37,27.6,Gusto
PY0005220,B00720,2024-04,18,11,7,107518.44,5973.25,42.4,ADP
PY0005221,B00721,2024-04,3,2,1,14663.98,4887.99,33.4,Gusto
PY0005222,B00722,2024-04,18,12,6,62263.49,3459.08,39.5,Gusto
PY0005223,B00723,2024-04,12,10,2,56954.54,4746.21,78.4,Gusto
PY0005224,B00724,2024-04,10,6,4,41477.88,4147.79,18.3,Gusto
PY0005225,B00725,2024-04,4,3,1,18244.55,4561.14,67.3,Gusto
PY0005226,B00726,2024-04,4,2,2,17421.9,4355.48,75.7,Paychex
PY0005227,B00727,2024-04,3,2,1,18678.4,6226.13,69.2,Gusto
PY0005228,B00728,2024-04,5,4,1,21367.6,4273.52,57.3,ADP
PY0005229,B00729,2024-04,4,3,1,15554.69,3888.67,75.1,Paychex
PY0005230,B00730,2024-04,4,3,1,28970.05,7242.51,73.1,ADP
PY0005231,B00731,2024-04,7,6,1,38773.34,5539.05,76.0,Gusto
PY0005232,B00732,2024-04,4,3,1,33715.82,8428.96,1.5,Paychex
PY0005233,B00733,2024-04,3,2,1,13390.82,4463.61,1.8,ADP
PY0005234,B00734,2024-04,6,5,1,28331.65,4721.94,25.8,Gusto
PY0005235,B00735,2024-04,8,6,2,28046.69,3505.84,67.1,ADP
PY0005236,B00736,2024-04,9,5,4,39450.11,4383.35,71.6,Gusto
PY0005237,B00737,2024-04,3,2,1,20280.08,6760.03,64.9,Paychex
PY0005238,B00738,2024-04,12,8,4,60614.79,5051.23,40.3,ADP
PY0005239,B00739,2024-04,7,6,1,28065.01,4009.29,52.5,Gusto
PY0005240,B00740,2024-04,7,6,1,38491.85,5498.84,32.4,ADP
PY0005241,B00741,2024-04,44,26,18,153626.12,3491.5,47.0,Gusto
PY0005242,B00742,2024-04,10,8,2,40708.43,4070.84,34.2,manual
PY0005243,B00743,2024-04,8,6,2,55878.32,6984.79,54.0,ADP
PY0005244,B00744,2024-04,3,2,1,13994.07,4664.69,60.7,Gusto
PY0005245,B00745,2024-04,1,1,0,12771.45,12771.45,66.3,Paychex
PY0005246,B00746,2024-04,7,5,2,35992.55,5141.79,30.6,ADP
PY0005247,B00747,2024-04,4,3,1,25595.83,6398.96,38.9,Paychex
PY0005248,B00748,2024-04,3,2,1,15827.83,5275.94,15.4,ADP
PY0005249,B00749,2024-04,4,3,1,15921.2,3980.3,40.5,ADP
PY0005250,B00750,2024-04,1,1,0,15343.19,15343.19,6.7,Paychex
PY0005251,B00751,2024-04,4,3,1,19410.14,4852.54,5.3,Paychex
PY0005252,B00752,2024-04,3,2,1,21437.83,7145.94,51.2,ADP
PY0005253,B00753,2024-04,24,15,9,102689.26,4278.72,65.1,ADP
PY0005254,B00754,2024-04,5,3,2,15882.59,3176.52,60.9,QuickBooks
PY0005255,B00755,2024-04,10,8,2,45302.8,4530.28,64.2,Gusto
PY0005256,B00756,2024-04,7,6,1,25781.78,3683.11,8.8,Gusto
PY0005257,B00757,2024-04,2,1,1,8559.35,4279.68,68.7,ADP
PY0005258,B00758,2024-04,11,6,5,29065.72,2642.34,5.5,ADP
PY0005259,B00759,2024-04,1,1,0,12412.74,12412.74,56.1,Paychex
PY0005260,B00760,2024-04,4,3,1,28216.28,7054.07,10.7,ADP
PY0005261,B00761,2024-04,5,4,1,17995.76,3599.15,4.3,ADP
PY0005262,B00762,2024-04,8,4,4,50363.19,6295.4,45.2,ADP
PY0005263,B00763,2024-04,1,1,0,10810.92,10810.92,24.2,ADP
PY0005264,B00764,2024-04,36,24,12,225624.53,6267.35,0.7,manual
PY0005265,B00765,2024-04,7,6,1,44895.78,6413.68,66.8,Gusto
PY0005266,B00766,2024-04,3,2,1,15638.17,5212.72,14.7,ADP
PY0005267,B00767,2024-04,3,2,1,31839.43,10613.14,21.4,ADP
PY0005268,B00768,2024-04,3,2,1,15704.99,5235.0,39.2,QuickBooks
PY0005269,B00769,2024-04,9,7,2,53129.88,5903.32,63.7,ADP
PY0005270,B00770,2024-04,1,1,0,14014.75,14014.75,49.7,ADP
PY0005271,B00771,2024-04,11,9,2,52863.59,4805.78,73.9,Paychex
PY0005272,B00772,2024-04,10,8,2,75902.69,7590.27,47.6,Gusto
PY0005273,B00773,2024-04,31,26,5,141116.38,4552.14,53.6,ADP
PY0005274,B00774,2024-04,6,4,2,22391.27,3731.88,26.1,ADP
PY0005275,B00775,2024-04,1,1,0,10593.43,10593.43,27.5,QuickBooks
PY0005276,B00776,2024-04,10,6,4,46032.45,4603.25,21.3,ADP
PY0005277,B00777,2024-04,5,4,1,31121.36,6224.27,78.3,Paychex
PY0005278,B00778,2024-04,2,1,1,10022.31,5011.16,56.7,ADP
PY0005279,B00779,2024-04,1,1,0,12496.31,12496.31,32.7,ADP
PY0005280,B00780,2024-04,3,2,1,12341.56,4113.85,52.2,ADP
PY0005281,B00781,2024-04,3,2,1,19841.19,6613.73,65.2,ADP
PY0005282,B00782,2024-04,17,14,3,65980.54,3881.21,35.1,QuickBooks
PY0005283,B00783,2024-04,25,21,4,131469.63,5258.79,11.0,ADP
PY0005284,B00784,2024-04,1,1,0,6265.29,6265.29,70.6,QuickBooks
PY0005285,B00785,2024-04,3,2,1,16046.87,5348.96,5.1,ADP
PY0005286,B00786,2024-04,13,9,4,94115.88,7239.68,1.3,Gusto
PY0005287,B00787,2024-04,6,4,2,24179.84,4029.97,46.7,ADP
PY0005288,B00788,2024-04,7,4,3,20409.99,2915.71,72.6,Gusto
PY0005289,B00789,2024-04,7,4,3,30219.31,4317.04,8.3,Paychex
PY0005290,B00790,2024-04,8,6,2,47347.75,5918.47,12.4,Gusto
PY0005291,B00791,2024-04,1,1,0,18511.73,18511.73,20.1,Paychex
PY0005292,B00792,2024-04,6,3,3,29963.33,4993.89,26.4,Gusto
PY0005293,B00793,2024-04,2,1,1,7719.3,3859.65,65.1,Gusto
PY0005294,B00794,2024-04,5,4,1,40435.41,8087.08,49.8,manual
PY0005295,B00795,2024-04,3,2,1,6849.52,2283.17,51.9,QuickBooks
PY0005296,B00796,2024-04,3,2,1,18596.98,6198.99,41.6,Paychex
PY0005297,B00797,2024-04,4,3,1,18505.19,4626.3,8.0,ADP
PY0005298,B00798,2024-04,2,1,1,9680.39,4840.2,30.6,Paychex
PY0005299,B00799,2024-04,3,2,1,27834.2,9278.07,17.0,Paychex
PY0005300,B00800,2024-04,2,2,0,11304.18,5652.09,61.3,Paychex
PY0005301,B00801,2024-04,10,6,4,49052.75,4905.27,13.8,ADP
PY0005302,B00802,2024-04,11,7,4,45307.9,4118.9,34.9,QuickBooks
PY0005303,B00803,2024-04,3,2,1,25656.86,8552.29,5.7,Gusto
PY0005304,B00804,2024-04,3,2,1,19705.58,6568.53,55.7,ADP
PY0005305,B00805,2024-04,8,5,3,38524.59,4815.57,5.9,ADP
PY0005306,B00806,2024-04,7,5,2,52779.38,7539.91,2.3,QuickBooks
PY0005307,B00807,2024-04,8,7,1,33076.32,4134.54,52.6,Paychex
PY0005308,B00808,2024-04,5,3,2,15457.78,3091.56,6.7,Paychex
PY0005309,B00809,2024-04,1,1,0,11311.33,11311.33,45.9,ADP
PY0005310,B00810,2024-04,9,7,2,41216.95,4579.66,75.9,ADP
PY0005311,B00811,2024-04,8,7,1,25142.12,3142.77,59.9,Paychex
PY0005312,B00812,2024-04,15,9,6,79541.22,5302.75,49.5,Paychex
PY0005313,B00813,2024-04,5,3,2,15574.07,3114.81,2.0,Paychex
PY0005314,B00814,2024-04,13,10,3,81304.36,6254.18,4.5,Gusto
PY0005315,B00815,2024-04,12,7,5,65105.85,5425.49,57.2,ADP
PY0005316,B00816,2024-04,7,4,3,44246.96,6320.99,27.0,Paychex
PY0005317,B00817,2024-04,2,2,0,9563.61,4781.81,67.0,ADP
PY0005318,B00818,2024-04,1,1,0,12208.88,12208.88,77.6,QuickBooks
PY0005319,B00819,2024-04,6,4,2,18345.72,3057.62,10.3,QuickBooks
PY0005320,B00820,2024-04,6,5,1,22554.2,3759.03,5.8,Paychex
PY0005321,B00821,2024-04,10,6,4,52897.58,5289.76,67.1,Gusto
PY0005322,B00822,2024-04,4,3,1,17551.14,4387.79,22.3,Paychex
PY0005323,B00823,2024-04,10,7,3,57557.01,5755.7,40.1,Paychex
PY0005324,B00824,2024-04,2,1,1,16110.92,8055.46,37.6,ADP
PY0005325,B00825,2024-04,5,4,1,24414.48,4882.9,43.6,Gusto
PY0005326,B00826,2024-04,4,2,2,17100.64,4275.16,2.2,Gusto
PY0005327,B00827,2024-04,2,1,1,12703.67,6351.84,42.8,Gusto
PY0005328,B00828,2024-04,3,2,1,10202.08,3400.69,31.4,Gusto
PY0005329,B00829,2024-04,2,1,1,7062.52,3531.26,70.1,ADP
PY0005330,B00830,2024-04,7,5,2,36046.32,5149.47,50.2,QuickBooks
PY0005331,B00831,2024-04,12,9,3,37759.15,3146.6,64.6,Paychex
PY0005332,B00832,2024-04,2,1,1,8773.86,4386.93,59.3,Paychex
PY0005333,B00833,2024-04,8,6,2,27247.99,3406.0,14.5,ADP
PY0005334,B00834,2024-04,3,2,1,10336.53,3445.51,45.2,Paychex
PY0005335,B00835,2024-04,5,3,2,18451.45,3690.29,57.1,Paychex
PY0005336,B00836,2024-04,3,2,1,16485.12,5495.04,5.4,ADP
PY0005337,B00837,2024-04,5,4,1,26149.69,5229.94,61.6,QuickBooks
PY0005338,B00838,2024-04,5,3,2,18218.49,3643.7,49.0,ADP
PY0005339,B00839,2024-04,2,2,0,18077.1,9038.55,63.5,Paychex
PY0005340,B00840,2024-04,3,2,1,20213.7,6737.9,37.2,ADP
PY0005341,B00841,2024-04,29,18,11,82914.38,2859.12,57.7,ADP
PY0005342,B00842,2024-04,6,5,1,27329.98,4555.0,57.4,ADP
PY0005343,B00843,2024-04,4,3,1,29143.9,7285.98,70.8,Paychex
PY0005344,B00844,2024-04,20,16,4,123929.5,6196.48,36.5,ADP
PY0005345,B00845,2024-04,4,3,1,14144.13,3536.03,35.6,Paychex
PY0005346,B00846,2024-04,1,1,0,12779.7,12779.7,17.3,QuickBooks
PY0005347,B00847,2024-04,1,1,0,7023.17,7023.17,9.0,Paychex
PY0005348,B00848,2024-04,3,2,1,11066.99,3689.0,36.8,QuickBooks
PY0005349,B00849,2024-04,5,3,2,17978.28,3595.66,29.6,ADP
PY0005350,B00850,2024-04,7,5,2,22852.08,3264.58,15.5,QuickBooks
PY0005351,B00851,2024-04,46,27,19,152392.05,3312.87,54.1,ADP
PY0005352,B00852,2024-04,2,2,0,11864.27,5932.14,74.9,ADP
PY0005353,B00853,2024-04,37,23,14,218782.77,5913.05,78.4,Paychex
PY0005354,B00854,2024-04,4,3,1,13881.57,3470.39,36.3,Gusto
PY0005355,B00855,2024-04,14,9,5,81567.38,5826.24,41.3,Paychex
PY0005356,B00856,2024-04,6,3,3,43539.82,7256.64,38.1,ADP
PY0005357,B00857,2024-04,4,3,1,28620.69,7155.17,23.6,ADP
PY0005358,B00858,2024-04,3,2,1,15511.25,5170.42,37.0,ADP
PY0005359,B00859,2024-04,5,4,1,25188.05,5037.61,14.3,ADP
PY0005360,B00860,2024-04,5,4,1,22962.42,4592.48,4.2,Gusto
PY0005361,B00861,2024-04,11,8,3,73945.29,6722.3,17.1,Gusto
PY0005362,B00862,2024-04,1,1,0,5636.46,5636.46,8.7,Paychex
PY0005363,B00863,2024-04,22,17,5,93718.74,4259.94,62.0,Gusto
PY0005364,B00864,2024-04,4,3,1,12198.58,3049.65,26.6,Paychex
PY0005365,B00865,2024-04,3,2,1,22893.44,7631.15,15.2,Paychex
PY0005366,B00866,2024-04,21,17,4,131043.03,6240.14,54.1,Gusto
PY0005367,B00867,2024-04,1,1,0,9490.4,9490.4,23.5,ADP
PY0005368,B00868,2024-04,6,5,1,28849.6,4808.27,42.4,Gusto
PY0005369,B00869,2024-04,4,3,1,14192.84,3548.21,74.0,Paychex
PY0005370,B00870,2024-04,5,4,1,14466.57,2893.31,28.2,Paychex
PY0005371,B00871,2024-04,4,3,1,21834.78,5458.7,12.4,Paychex
PY0005372,B00872,2024-04,5,3,2,16825.99,3365.2,72.7,Paychex
PY0005373,B00873,2024-04,13,7,6,37353.49,2873.35,74.2,QuickBooks
PY0005374,B00874,2024-04,18,10,8,77267.51,4292.64,70.6,ADP
PY0005375,B00875,2024-04,5,4,1,21637.82,4327.56,11.1,ADP
PY0005376,B00876,2024-04,1,1,0,14328.98,14328.98,4.7,ADP
PY0005377,B00877,2024-04,5,4,1,18847.57,3769.51,52.2,Paychex
PY0005378,B00878,2024-04,8,6,2,30355.11,3794.39,31.9,Gusto
PY0005379,B00879,2024-04,27,16,11,113335.55,4197.61,51.8,Paychex
PY0005380,B00880,2024-04,8,7,1,45793.57,5724.2,41.6,Paychex
PY0005381,B00881,2024-04,16,10,6,56586.32,3536.65,31.1,QuickBooks
PY0005382,B00882,2024-04,4,3,1,16823.85,4205.96,28.6,ADP
PY0005383,B00883,2024-04,3,2,1,24235.82,8078.61,32.2,Gusto
PY0005384,B00884,2024-04,3,2,1,12100.61,4033.54,13.2,Gusto
PY0005385,B00885,2024-04,7,6,1,45541.28,6505.9,52.5,Paychex
PY0005386,B00886,2024-04,3,2,1,25537.15,8512.38,21.2,ADP
PY0005387,B00887,2024-04,5,4,1,23364.48,4672.9,18.2,Gusto
PY0005388,B00888,2024-04,1,1,0,6667.53,6667.53,69.4,Paychex
PY0005389,B00889,2024-04,5,4,1,17035.19,3407.04,19.4,ADP
PY0005390,B00890,2024-04,17,10,7,91527.23,5383.95,0.8,ADP
PY0005391,B00891,2024-04,5,3,2,36626.22,7325.24,58.1,QuickBooks
PY0005392,B00892,2024-04,7,5,2,38600.01,5514.29,61.2,Gusto
PY0005393,B00893,2024-04,5,3,2,28659.6,5731.92,51.8,ADP
PY0005394,B00894,2024-04,15,11,4,48089.42,3205.96,77.2,Paychex
PY0005395,B00895,2024-04,3,2,1,31612.92,10537.64,60.5,Gusto
PY0005396,B00896,2024-04,4,3,1,17439.13,4359.78,48.2,ADP
PY0005397,B00897,2024-04,14,8,6,51742.17,3695.87,42.6,ADP
PY0005398,B00898,2024-04,7,5,2,42320.74,6045.82,1.4,Paychex
PY0005399,B00899,2024-04,6,4,2,30162.05,5027.01,2.2,Paychex
PY0005400,B00900,2024-04,10,7,3,59133.8,5913.38,53.4,Gusto
PY0005401,B00901,2024-04,6,5,1,17494.59,2915.77,23.3,ADP
PY0005402,B00902,2024-04,11,9,2,69265.84,6296.89,65.9,Paychex
PY0005403,B00903,2024-04,4,3,1,17356.27,4339.07,13.5,ADP
PY0005404,B00904,2024-04,36,28,8,174643.61,4851.21,57.6,ADP
PY0005405,B00905,2024-04,4,3,1,14702.83,3675.71,33.6,ADP
PY0005406,B00906,2024-04,13,9,4,68751.64,5288.59,55.3,Paychex
PY0005407,B00907,2024-04,8,5,3,30289.71,3786.21,55.3,Paychex
PY0005408,B00908,2024-04,8,6,2,38061.38,4757.67,21.8,QuickBooks
PY0005409,B00909,2024-04,3,2,1,27803.83,9267.94,37.2,QuickBooks
PY0005410,B00910,2024-04,2,2,0,11770.57,5885.29,2.4,Paychex
PY0005411,B00911,2024-04,5,4,1,26051.63,5210.33,8.3,QuickBooks
PY0005412,B00912,2024-04,8,5,3,31574.06,3946.76,76.7,Paychex
PY0005413,B00913,2024-04,4,2,2,15926.32,3981.58,4.4,manual
PY0005414,B00914,2024-04,5,4,1,37811.58,7562.32,62.2,manual
PY0005415,B00915,2024-04,2,2,0,11459.7,5729.85,61.3,ADP
PY0005416,B00916,2024-04,2,1,1,6522.42,3261.21,65.9,Paychex
