review_id,business_id,review_month,review_type,review_action,internal_watchlist_flag_after_review,review_reason,notes_available_flag
CR0000820,B00036,2024-09,risk_team,limit_decrease,1,repayment_behavior,0
CR0000821,B00036,2024-12,relationship_manager,limit_decrease,1,collection_delay,0
CR0000822,B00036,2025-03,relationship_manager,limit_decrease,1,repayment_behavior,1
CR0000823,B00036,2025-06,automated,manual_review,1,collection_delay,0
CR0000824,B00036,2025-09,risk_team,watchlist_add,1,repayment_behavior,0
CR0000825,B00036,2025-12,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0000826,B00067,2024-03,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0000827,B00067,2024-09,automated,watchlist_add,1,cash_flow_change,0
CR0000828,B00067,2024-12,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0000829,B00067,2025-03,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0000830,B00067,2025-06,automated,limit_decrease,1,cash_flow_change,0
CR0000831,B00067,2025-09,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000832,B00067,2025-12,automated,manual_review,1,repayment_behavior,0
CR0000833,B00069,2024-03,risk_team,manual_review,1,cash_flow_change,1
CR0000834,B00069,2024-09,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0000835,B00069,2024-12,automated,limit_decrease,1,collection_delay,0
CR0000836,B00069,2025-06,risk_team,manual_review,1,collection_delay,1
CR0000837,B00069,2025-09,automated,limit_decrease,1,collection_delay,1
CR0000838,B00069,2025-12,risk_team,limit_decrease,1,repayment_behavior,0
CR0000839,B00085,2024-03,relationship_manager,manual_review,1,repayment_behavior,1
CR0000840,B00085,2024-06,relationship_manager,manual_review,1,cash_flow_change,0
CR0000841,B00085,2024-09,automated,no_change,0,repayment_behavior,1
CR0000842,B00085,2024-12,relationship_manager,limit_decrease,1,industry_conditions,1
CR0000843,B00085,2025-03,automated,limit_decrease,1,repayment_behavior,1
CR0000844,B00085,2025-09,relationship_manager,limit_decrease,1,portfolio_review,1
CR0000845,B00085,2025-12,automated,watchlist_remove,0,collection_delay,1
CR0000846,B00094,2024-03,automated,watchlist_add,1,repayment_behavior,1
CR0000847,B00094,2024-06,relationship_manager,no_change,0,cash_flow_change,0
CR0000848,B00094,2024-12,relationship_manager,manual_review,1,industry_conditions,1
CR0000849,B00094,2025-03,automated,manual_review,1,cash_flow_change,0
CR0000850,B00094,2025-09,relationship_manager,manual_review,1,repayment_behavior,1
CR0000851,B00094,2025-12,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0000852,B00106,2024-03,automated,limit_decrease,1,cash_flow_change,0
CR0000853,B00106,2024-09,risk_team,limit_decrease,1,industry_conditions,1
CR0000854,B00106,2024-12,risk_team,limit_decrease,1,repayment_behavior,1
CR0000855,B00106,2025-03,automated,limit_decrease,1,repayment_behavior,0
CR0000856,B00106,2025-06,relationship_manager,limit_decrease,1,industry_conditions,1
CR0000857,B00106,2025-09,automated,limit_decrease,1,cash_flow_change,0
CR0000858,B00106,2025-12,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0000859,B00114,2024-03,automated,manual_review,1,repayment_behavior,0
CR0000860,B00114,2024-06,automated,manual_review,1,repayment_behavior,0
CR0000861,B00114,2024-09,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0000862,B00114,2025-03,automated,watchlist_add,1,customer_request,1
CR0000863,B00114,2025-06,relationship_manager,limit_decrease,1,collection_delay,0
CR0000864,B00114,2025-09,automated,watchlist_add,1,cash_flow_change,0
CR0000865,B00114,2025-12,automated,watchlist_add,1,repayment_behavior,1
CR0000866,B00121,2024-03,automated,watchlist_add,1,repayment_behavior,1
CR0000867,B00121,2024-06,automated,limit_decrease,1,cash_flow_change,1
CR0000868,B00121,2024-12,relationship_manager,manual_review,1,collection_delay,1
CR0000869,B00121,2025-03,automated,limit_decrease,1,customer_request,1
CR0000870,B00121,2025-06,automated,limit_decrease,1,collection_delay,0
CR0000871,B00121,2025-09,relationship_manager,limit_decrease,1,industry_conditions,1
CR0000872,B00121,2025-12,risk_team,watchlist_add,1,repayment_behavior,0
CR0000873,B00123,2024-03,automated,manual_review,1,cash_flow_change,0
CR0000874,B00123,2024-06,automated,watchlist_add,1,repayment_behavior,0
CR0000875,B00123,2024-09,relationship_manager,manual_review,1,repayment_behavior,0
CR0000876,B00123,2024-12,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000877,B00123,2025-03,automated,limit_decrease,1,collection_delay,1
CR0000878,B00123,2025-06,risk_team,limit_decrease,1,repayment_behavior,1
CR0000879,B00123,2025-09,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000880,B00123,2025-12,automated,watchlist_add,1,portfolio_review,0
CR0000881,B00125,2024-06,automated,no_change,0,cash_flow_change,0
CR0000882,B00125,2024-09,automated,watchlist_add,1,collection_delay,1
CR0000883,B00125,2024-12,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000884,B00125,2025-06,automated,limit_decrease,1,portfolio_review,0
CR0000885,B00125,2025-09,risk_team,limit_decrease,1,repayment_behavior,1
CR0000886,B00125,2025-12,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0000887,B00175,2024-03,automated,limit_decrease,1,repayment_behavior,1
CR0000888,B00175,2024-06,automated,manual_review,1,cash_flow_change,0
CR0000889,B00175,2024-09,relationship_manager,no_change,0,cash_flow_change,0
CR0000890,B00175,2024-12,risk_team,watchlist_add,1,repayment_behavior,0
CR0000891,B00175,2025-06,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0000892,B00175,2025-09,automated,watchlist_add,1,repayment_behavior,0
CR0000893,B00175,2025-12,risk_team,watchlist_add,1,portfolio_review,0
CR0000894,B00178,2024-03,relationship_manager,no_change,0,repayment_behavior,0
CR0000895,B00178,2024-06,automated,watchlist_add,1,cash_flow_change,1
CR0000896,B00178,2024-09,automated,limit_decrease,1,industry_conditions,1
CR0000897,B00178,2025-03,relationship_manager,limit_decrease,1,industry_conditions,0
CR0000898,B00178,2025-06,automated,limit_decrease,1,cash_flow_change,0
CR0000899,B00178,2025-09,relationship_manager,watchlist_add,1,industry_conditions,1
CR0000900,B00191,2024-03,relationship_manager,watchlist_add,1,cash_flow_change,1
CR0000901,B00191,2024-06,automated,limit_decrease,1,repayment_behavior,0
CR0000902,B00191,2024-09,risk_team,watchlist_add,1,cash_flow_change,0
CR0000903,B00191,2025-03,relationship_manager,watchlist_add,1,industry_conditions,1
CR0000904,B00191,2025-06,automated,limit_decrease,1,industry_conditions,1
CR0000905,B00191,2025-09,automated,watchlist_add,1,repayment_behavior,1
CR0000906,B00191,2025-12,automated,manual_review,1,industry_conditions,0
CR0000907,B00195,2024-03,automated,watchlist_add,1,industry_conditions,1
CR0000908,B00195,2024-06,relationship_manager,no_change,0,repayment_behavior,0
CR0000909,B00195,2024-09,automated,watchlist_remove,0,collection_delay,0
CR0000910,B00195,2024-12,relationship_manager,watchlist_add,1,cash_flow_change,1
CR0000911,B00195,2025-03,automated,watchlist_add,1,repayment_behavior,0
CR0000912,B00195,2025-06,risk_team,watchlist_add,1,cash_flow_change,1
CR0000913,B00195,2025-09,automated,watchlist_add,1,cash_flow_change,0
CR0000914,B00195,2025-12,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0000915,B00241,2024-03,automated,manual_review,1,repayment_behavior,0
CR0000916,B00241,2024-06,automated,watchlist_add,1,repayment_behavior,0
CR0000917,B00241,2024-12,relationship_manager,watchlist_add,1,cash_flow_change,0
CR0000918,B00241,2025-03,automated,limit_decrease,1,repayment_behavior,0
CR0000919,B00241,2025-06,automated,no_change,0,collection_delay,0
CR0000920,B00241,2025-12,automated,limit_decrease,1,repayment_behavior,0
CR0000921,B00243,2024-03,relationship_manager,limit_decrease,1,industry_conditions,0
CR0000922,B00243,2024-09,relationship_manager,no_change,0,industry_conditions,1
CR0000923,B00243,2025-03,automated,watchlist_add,1,repayment_behavior,0
CR0000924,B00243,2025-06,automated,limit_decrease,1,cash_flow_change,1
CR0000925,B00243,2025-09,automated,watchlist_add,1,repayment_behavior,1
CR0000926,B00243,2025-12,risk_team,watchlist_add,1,repayment_behavior,1
CR0000927,B00248,2024-03,relationship_manager,limit_decrease,1,repayment_behavior,1
CR0000928,B00248,2024-09,relationship_manager,watchlist_add,1,cash_flow_change,0
CR0000929,B00248,2024-12,relationship_manager,limit_decrease,1,repayment_behavior,1
CR0000930,B00248,2025-03,relationship_manager,watchlist_add,1,collection_delay,0
CR0000931,B00248,2025-09,automated,limit_decrease,1,portfolio_review,1
CR0000932,B00248,2025-12,relationship_manager,manual_review,1,repayment_behavior,1
CR0000933,B00267,2024-03,risk_team,watchlist_add,1,collection_delay,1
CR0000934,B00267,2024-06,relationship_manager,manual_review,1,cash_flow_change,1
CR0000935,B00267,2024-09,relationship_manager,no_change,0,industry_conditions,0
CR0000936,B00267,2024-12,risk_team,watchlist_add,1,cash_flow_change,0
CR0000937,B00267,2025-06,automated,no_change,0,repayment_behavior,1
CR0000938,B00267,2025-09,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0000939,B00267,2025-12,relationship_manager,limit_decrease,1,cash_flow_change,1
CR0000940,B00277,2024-03,automated,limit_decrease,1,repayment_behavior,1
CR0000941,B00277,2024-06,risk_team,limit_decrease,1,collection_delay,0
CR0000942,B00277,2024-09,automated,manual_review,1,repayment_behavior,0
CR0000943,B00277,2024-12,automated,watchlist_add,1,cash_flow_change,1
CR0000944,B00277,2025-06,automated,watchlist_add,1,repayment_behavior,1
CR0000945,B00277,2025-09,automated,limit_decrease,1,cash_flow_change,1
CR0000946,B00277,2025-12,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0000947,B00322,2024-03,automated,watchlist_remove,0,repayment_behavior,0
CR0000948,B00322,2024-06,relationship_manager,watchlist_add,1,repayment_behavior,1
CR0000949,B00322,2024-09,relationship_manager,manual_review,1,industry_conditions,1
CR0000950,B00322,2024-12,relationship_manager,watchlist_add,1,portfolio_review,0
CR0000951,B00322,2025-03,automated,watchlist_add,1,cash_flow_change,0
CR0000952,B00322,2025-12,automated,limit_decrease,1,collection_delay,0
CR0000953,B00352,2024-03,automated,watchlist_add,1,repayment_behavior,0
CR0000954,B00352,2024-06,automated,manual_review,1,collection_delay,1
CR0000955,B00352,2024-09,automated,manual_review,1,industry_conditions,1
CR0000956,B00352,2024-12,automated,watchlist_add,1,cash_flow_change,0
CR0000957,B00352,2025-03,automated,watchlist_add,1,repayment_behavior,0
CR0000958,B00352,2025-06,automated,limit_decrease,1,repayment_behavior,0
CR0000959,B00352,2025-09,relationship_manager,watchlist_add,1,industry_conditions,0
CR0000960,B00352,2025-12,automated,watchlist_add,1,repayment_behavior,0
CR0000961,B00354,2024-03,automated,watchlist_add,1,collection_delay,0
CR0000962,B00354,2024-06,relationship_manager,watchlist_add,1,cash_flow_change,0
CR0000963,B00354,2024-09,automated,watchlist_add,1,collection_delay,0
CR0000964,B00354,2024-12,automated,limit_decrease,1,repayment_behavior,1
CR0000965,B00354,2025-03,automated,watchlist_add,1,repayment_behavior,1
CR0000966,B00354,2025-06,automated,watchlist_add,1,repayment_behavior,1
CR0000967,B00354,2025-09,relationship_manager,limit_decrease,1,repayment_behavior,1
CR0000968,B00354,2025-12,relationship_manager,limit_decrease,1,collection_delay,1
CR0000969,B00360,2024-03,relationship_manager,limit_decrease,1,collection_delay,0
CR0000970,B00360,2024-06,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000971,B00360,2024-12,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0000972,B00360,2025-03,automated,watchlist_add,1,repayment_behavior,1
CR0000973,B00360,2025-06,automated,manual_review,1,collection_delay,0
CR0000974,B00360,2025-09,risk_team,limit_decrease,1,repayment_behavior,0
CR0000975,B00360,2025-12,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000976,B00379,2024-03,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000977,B00379,2024-09,relationship_manager,no_change,0,industry_conditions,1
CR0000978,B00379,2024-12,automated,watchlist_add,1,collection_delay,0
CR0000979,B00379,2025-03,automated,watchlist_add,1,repayment_behavior,0
CR0000980,B00379,2025-06,automated,watchlist_add,1,collection_delay,0
CR0000981,B00379,2025-09,automated,watchlist_add,1,cash_flow_change,0
CR0000982,B00379,2025-12,automated,limit_decrease,1,repayment_behavior,0
CR0000983,B00452,2024-03,automated,watchlist_add,1,collection_delay,1
CR0000984,B00452,2024-09,relationship_manager,watchlist_add,1,collection_delay,1
CR0000985,B00452,2024-12,automated,manual_review,1,portfolio_review,1
CR0000986,B00452,2025-09,automated,watchlist_add,1,repayment_behavior,1
CR0000987,B00452,2025-12,risk_team,limit_decrease,1,collection_delay,1
CR0000988,B00456,2024-03,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0000989,B00456,2024-06,relationship_manager,limit_decrease,1,collection_delay,0
CR0000990,B00456,2024-09,automated,watchlist_add,1,repayment_behavior,1
CR0000991,B00456,2024-12,relationship_manager,limit_decrease,1,industry_conditions,0
CR0000992,B00456,2025-03,automated,manual_review,1,cash_flow_change,1
CR0000993,B00456,2025-06,automated,watchlist_add,1,portfolio_review,1
CR0000994,B00456,2025-09,relationship_manager,watchlist_add,1,collection_delay,1
CR0000995,B00458,2024-03,automated,watchlist_remove,0,cash_flow_change,0
CR0000996,B00458,2024-06,automated,limit_decrease,1,industry_conditions,0
CR0000997,B00458,2024-09,automated,watchlist_add,1,repayment_behavior,0
CR0000998,B00458,2025-03,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000999,B00458,2025-06,automated,limit_decrease,1,collection_delay,0
CR0001000,B00458,2025-09,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0001001,B00458,2025-12,automated,watchlist_add,1,industry_conditions,1
CR0001002,B00462,2024-03,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0001003,B00462,2024-06,relationship_manager,limit_decrease,1,repayment_behavior,1
CR0001004,B00462,2024-09,automated,watchlist_add,1,collection_delay,0
CR0001005,B00462,2024-12,automated,manual_review,1,collection_delay,0
CR0001006,B00462,2025-03,relationship_manager,manual_review,1,collection_delay,0
CR0001007,B00462,2025-09,relationship_manager,limit_decrease,1,collection_delay,1
CR0001008,B00462,2025-12,automated,watchlist_add,1,repayment_behavior,0
CR0001009,B00468,2024-03,automated,limit_decrease,1,cash_flow_change,0
CR0001010,B00468,2024-06,risk_team,watchlist_add,1,portfolio_review,0
CR0001011,B00468,2024-12,automated,watchlist_add,1,repayment_behavior,1
CR0001012,B00468,2025-09,relationship_manager,watchlist_add,1,repayment_behavior,1
CR0001013,B00468,2025-12,automated,watchlist_add,1,collection_delay,1
CR0001014,B00483,2024-03,automated,limit_decrease,1,repayment_behavior,1
CR0001015,B00483,2024-06,automated,limit_increase,0,repayment_behavior,1
CR0001016,B00483,2024-09,automated,manual_review,1,cash_flow_change,1
CR0001017,B00483,2024-12,risk_team,no_change,0,cash_flow_change,1
CR0001018,B00483,2025-03,automated,limit_decrease,1,repayment_behavior,1
CR0001019,B00483,2025-06,relationship_manager,no_change,0,industry_conditions,1
CR0001020,B00483,2025-12,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0001021,B00503,2024-09,automated,limit_decrease,1,repayment_behavior,1
CR0001022,B00503,2025-03,automated,limit_decrease,1,cash_flow_change,1
CR0001023,B00503,2025-12,relationship_manager,watchlist_add,1,collection_delay,0
CR0001024,B00524,2024-03,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0001025,B00524,2024-06,automated,limit_decrease,1,industry_conditions,0
CR0001026,B00524,2024-09,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0001027,B00524,2024-12,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0001028,B00524,2025-03,relationship_manager,manual_review,1,repayment_behavior,0
CR0001029,B00524,2025-06,relationship_manager,watchlist_add,1,cash_flow_change,1
CR0001030,B00524,2025-12,automated,limit_decrease,1,collection_delay,0
CR0001031,B00534,2024-09,automated,watchlist_add,1,cash_flow_change,0
CR0001032,B00534,2024-12,automated,manual_review,1,cash_flow_change,0
CR0001033,B00534,2025-03,relationship_manager,watchlist_add,1,cash_flow_change,1
CR0001034,B00534,2025-06,relationship_manager,watchlist_add,1,collection_delay,1
CR0001035,B00534,2025-09,automated,watchlist_add,1,collection_delay,0
CR0001036,B00534,2025-12,automated,watchlist_add,1,cash_flow_change,1
CR0001037,B00560,2024-03,automated,manual_review,1,repayment_behavior,1
CR0001038,B00560,2024-06,automated,watchlist_add,1,repayment_behavior,1
CR0001039,B00560,2024-09,relationship_manager,watchlist_add,1,cash_flow_change,1
CR0001040,B00560,2024-12,automated,no_change,0,repayment_behavior,1
CR0001041,B00560,2025-03,relationship_manager,limit_decrease,1,repayment_behavior,1
CR0001042,B00560,2025-09,risk_team,watchlist_add,1,industry_conditions,1
CR0001043,B00560,2025-12,risk_team,watchlist_add,1,collection_delay,1
CR0001044,B00601,2024-03,relationship_manager,watchlist_add,1,repayment_behavior,1
CR0001045,B00601,2024-09,automated,watchlist_add,1,industry_conditions,1
CR0001046,B00601,2024-12,relationship_manager,watchlist_add,1,cash_flow_change,0
CR0001047,B00601,2025-03,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0001048,B00601,2025-06,risk_team,watchlist_add,1,collection_delay,1
CR0001049,B00601,2025-09,automated,limit_decrease,1,industry_conditions,0
CR0001050,B00601,2025-12,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0001051,B00625,2024-03,automated,limit_decrease,1,cash_flow_change,0
CR0001052,B00625,2024-06,automated,watchlist_add,1,repayment_behavior,0
CR0001053,B00625,2024-09,relationship_manager,limit_decrease,1,repayment_behavior,1
CR0001054,B00625,2024-12,relationship_manager,limit_decrease,1,collection_delay,0
CR0001055,B00625,2025-03,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0001056,B00625,2025-06,relationship_manager,manual_review,1,industry_conditions,0
CR0001057,B00625,2025-09,automated,watchlist_add,1,cash_flow_change,1
CR0001058,B00625,2025-12,automated,manual_review,1,repayment_behavior,0
CR0001059,B00632,2024-03,automated,limit_decrease,1,repayment_behavior,1
CR0001060,B00632,2024-06,risk_team,limit_decrease,1,cash_flow_change,0
CR0001061,B00632,2024-09,relationship_manager,manual_review,1,cash_flow_change,0
CR0001062,B00632,2024-12,risk_team,limit_decrease,1,collection_delay,0
CR0001063,B00632,2025-06,relationship_manager,watchlist_add,1,collection_delay,0
CR0001064,B00632,2025-12,automated,limit_decrease,1,repayment_behavior,1
CR0001065,B00650,2024-03,risk_team,limit_decrease,1,repayment_behavior,1
CR0001066,B00650,2024-09,automated,limit_decrease,1,repayment_behavior,1
CR0001067,B00650,2024-12,automated,watchlist_add,1,repayment_behavior,1
CR0001068,B00650,2025-03,relationship_manager,no_change,0,industry_conditions,1
CR0001069,B00650,2025-06,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0001070,B00650,2025-09,relationship_manager,manual_review,1,industry_conditions,0
CR0001071,B00650,2025-12,relationship_manager,limit_decrease,1,repayment_behavior,1
CR0001072,B00651,2024-03,relationship_manager,watchlist_add,1,collection_delay,1
CR0001073,B00651,2024-06,automated,watchlist_add,1,repayment_behavior,0
CR0001074,B00651,2024-09,relationship_manager,watchlist_add,1,cash_flow_change,1
CR0001075,B00651,2024-12,automated,watchlist_add,1,cash_flow_change,1
CR0001076,B00651,2025-03,automated,no_change,0,repayment_behavior,0
CR0001077,B00651,2025-06,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0001078,B00651,2025-09,automated,watchlist_add,1,industry_conditions,1
CR0001079,B00651,2025-12,automated,manual_review,1,cash_flow_change,1
CR0001080,B00674,2024-03,risk_team,limit_decrease,1,collection_delay,0
CR0001081,B00674,2024-06,risk_team,limit_decrease,1,collection_delay,1
CR0001082,B00674,2024-09,automated,limit_decrease,1,repayment_behavior,1
CR0001083,B00674,2024-12,automated,watchlist_add,1,repayment_behavior,0
CR0001084,B00674,2025-03,automated,watchlist_add,1,cash_flow_change,1
CR0001085,B00674,2025-06,automated,limit_decrease,1,collection_delay,0
CR0001086,B00674,2025-09,automated,no_change,0,collection_delay,0
CR0001087,B00674,2025-12,automated,watchlist_add,1,repayment_behavior,0
CR0001088,B00704,2024-03,relationship_manager,watchlist_add,1,industry_conditions,1
CR0001089,B00704,2024-06,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0001090,B00704,2024-09,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0001091,B00704,2024-12,relationship_manager,watchlist_add,1,repayment_behavior,1
CR0001092,B00704,2025-03,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0001093,B00704,2025-06,automated,limit_decrease,1,cash_flow_change,0
CR0001094,B00704,2025-09,automated,limit_decrease,1,collection_delay,0
CR0001095,B00704,2025-12,automated,manual_review,1,collection_delay,0
CR0001096,B00705,2024-03,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0001097,B00705,2024-06,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0001098,B00705,2025-06,automated,watchlist_add,1,cash_flow_change,1
CR0001099,B00705,2025-09,automated,limit_decrease,1,industry_conditions,1
CR0001100,B00705,2025-12,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0001101,B00713,2024-03,relationship_manager,manual_review,1,cash_flow_change,1
CR0001102,B00713,2024-09,automated,watchlist_add,1,industry_conditions,1
CR0001103,B00713,2024-12,automated,limit_decrease,1,repayment_behavior,0
CR0001104,B00713,2025-03,automated,manual_review,1,cash_flow_change,0
CR0001105,B00713,2025-06,automated,limit_decrease,1,collection_delay,0
CR0001106,B00713,2025-09,automated,no_change,0,repayment_behavior,0
CR0001107,B00713,2025-12,automated,limit_decrease,1,repayment_behavior,0
CR0001108,B00719,2024-03,relationship_manager,limit_decrease,1,collection_delay,0
CR0001109,B00719,2024-06,automated,manual_review,1,industry_conditions,0
CR0001110,B00719,2024-09,automated,watchlist_add,1,collection_delay,0
CR0001111,B00719,2025-03,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0001112,B00719,2025-06,automated,limit_decrease,1,industry_conditions,0
CR0001113,B00719,2025-09,automated,watchlist_add,1,repayment_behavior,1
CR0001114,B00719,2025-12,automated,manual_review,1,cash_flow_change,0
CR0001115,B00734,2024-03,automated,watchlist_add,1,industry_conditions,1
CR0001116,B00734,2024-06,relationship_manager,limit_decrease,1,industry_conditions,0
CR0001117,B00734,2024-12,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0001118,B00734,2025-06,automated,manual_review,1,portfolio_review,1
CR0001119,B00734,2025-09,automated,limit_decrease,1,cash_flow_change,1
CR0001120,B00734,2025-12,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0001121,B00741,2024-03,automated,watchlist_add,1,repayment_behavior,1
CR0001122,B00741,2024-06,automated,limit_decrease,1,collection_delay,0
CR0001123,B00741,2024-09,risk_team,watchlist_add,1,collection_delay,0
CR0001124,B00741,2024-12,automated,watchlist_add,1,repayment_behavior,1
CR0001125,B00741,2025-03,relationship_manager,manual_review,1,repayment_behavior,0
CR0001126,B00741,2025-06,automated,limit_decrease,1,industry_conditions,1
CR0001127,B00741,2025-09,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0001128,B00751,2024-03,automated,watchlist_add,1,repayment_behavior,1
CR0001129,B00751,2024-06,automated,watchlist_add,1,industry_conditions,0
CR0001130,B00751,2024-09,automated,manual_review,1,cash_flow_change,0
CR0001131,B00751,2024-12,relationship_manager,watchlist_add,1,collection_delay,0
CR0001132,B00751,2025-03,relationship_manager,limit_decrease,1,collection_delay,0
CR0001133,B00751,2025-06,relationship_manager,watchlist_add,1,industry_conditions,0
CR0001134,B00751,2025-09,automated,watchlist_add,1,collection_delay,1
CR0001135,B00753,2024-03,automated,limit_decrease,1,collection_delay,1
CR0001136,B00753,2024-09,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0001137,B00753,2024-12,automated,watchlist_add,1,repayment_behavior,1
CR0001138,B00753,2025-03,relationship_manager,limit_decrease,1,repayment_behavior,1
CR0001139,B00753,2025-06,automated,limit_decrease,1,portfolio_review,1
CR0001140,B00753,2025-09,automated,limit_decrease,1,industry_conditions,1
CR0001141,B00754,2024-09,risk_team,limit_decrease,1,cash_flow_change,1
CR0001142,B00754,2024-12,automated,limit_decrease,1,repayment_behavior,1
CR0001143,B00754,2025-03,automated,limit_decrease,1,repayment_behavior,0
CR0001144,B00754,2025-09,automated,watchlist_add,1,collection_delay,0
CR0001145,B00754,2025-12,automated,watchlist_add,1,repayment_behavior,1
CR0001146,B00760,2024-03,automated,watchlist_add,1,cash_flow_change,1
CR0001147,B00760,2024-06,automated,watchlist_add,1,repayment_behavior,0
CR0001148,B00760,2024-09,relationship_manager,limit_decrease,1,collection_delay,0
CR0001149,B00760,2024-12,relationship_manager,manual_review,1,repayment_behavior,1
CR0001150,B00760,2025-03,automated,limit_decrease,1,cash_flow_change,0
CR0001151,B00760,2025-06,automated,manual_review,1,industry_conditions,1
CR0001152,B00771,2024-03,relationship_manager,watchlist_add,1,industry_conditions,0
CR0001153,B00771,2024-06,relationship_manager,manual_review,1,industry_conditions,0
CR0001154,B00771,2024-12,automated,manual_review,1,repayment_behavior,0
CR0001155,B00771,2025-03,relationship_manager,limit_decrease,1,collection_delay,1
CR0001156,B00771,2025-06,automated,manual_review,1,repayment_behavior,1
CR0001157,B00771,2025-09,risk_team,manual_review,1,cash_flow_change,0
CR0001158,B00771,2025-12,automated,no_change,0,repayment_behavior,0
CR0001159,B00786,2024-03,automated,watchlist_add,1,repayment_behavior,1
CR0001160,B00786,2024-06,relationship_manager,watchlist_add,1,collection_delay,1
CR0001161,B00786,2024-09,relationship_manager,limit_decrease,1,repayment_behavior,1
CR0001162,B00786,2024-12,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0001163,B00786,2025-03,automated,no_change,0,repayment_behavior,0
CR0001164,B00786,2025-06,risk_team,limit_decrease,1,repayment_behavior,0
CR0001165,B00786,2025-09,risk_team,watchlist_add,1,portfolio_review,0
CR0001166,B00795,2024-03,automated,limit_decrease,1,cash_flow_change,1
CR0001167,B00795,2024-06,relationship_manager,manual_review,1,industry_conditions,0
CR0001168,B00795,2024-09,risk_team,watchlist_add,1,repayment_behavior,1
CR0001169,B00795,2025-03,automated,watchlist_add,1,repayment_behavior,1
CR0001170,B00795,2025-06,automated,watchlist_add,1,repayment_behavior,0
CR0001171,B00795,2025-09,relationship_manager,limit_decrease,1,repayment_behavior,1
CR0001172,B00795,2025-12,automated,watchlist_add,1,repayment_behavior,0
CR0001173,B00826,2024-03,automated,limit_decrease,1,collection_delay,0
CR0001174,B00826,2024-09,relationship_manager,limit_decrease,1,collection_delay,0
CR0001175,B00826,2024-12,relationship_manager,watchlist_add,1,industry_conditions,1
CR0001176,B00826,2025-03,relationship_manager,manual_review,1,cash_flow_change,1
CR0001177,B00826,2025-06,automated,watchlist_add,1,cash_flow_change,1
CR0001178,B00826,2025-09,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0001179,B00829,2024-03,automated,no_change,0,collection_delay,0
CR0001180,B00829,2024-06,relationship_manager,manual_review,1,cash_flow_change,1
CR0001181,B00829,2024-09,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0001182,B00829,2024-12,risk_team,watchlist_add,1,cash_flow_change,0
CR0001183,B00829,2025-03,automated,no_change,0,cash_flow_change,1
CR0001184,B00829,2025-06,automated,manual_review,1,industry_conditions,1
CR0001185,B00829,2025-09,automated,watchlist_add,1,industry_conditions,0
CR0001186,B00829,2025-12,relationship_manager,watchlist_add,1,portfolio_review,0
CR0001187,B00860,2024-03,risk_team,watchlist_add,1,collection_delay,1
CR0001188,B00860,2024-06,automated,watchlist_add,1,cash_flow_change,1
